st_delivname,kepid,tm_designation,ra,dec,kepmag,teff,teff_prov,logg,logg_prov,feh,feh_prov,radius,mass,dens,prov_sec,nconfp,nkoi,ntce,st_quarters,st_vet_date
q1_q17_dr25_supp_stellar,757099,2MASS J19241033+3635377,291.04306,36.593810999999995,13.152000000000001,5519,PHO1,3.822,KIC0,-0.22,KIC0,2.109,1.077,0.1618,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,892195,2MASS J19240520+3638374,291.0217,36.643719,13.757,5522,PHO1,3.984,KIC0,-0.06,KIC0,1.6680000000000001,0.978,0.2971,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,892203,2MASS J19240579+3641430,291.02417,36.69529,13.575,5947,PHO1,4.08,KIC0,-0.12,KIC0,1.536,1.034,0.4018,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,893507,2MASS J19251501+3637596,291.31253,36.633228,12.517000000000001,5382,PHO1,3.917,KIC0,-0.38,KIC0,1.6840000000000002,0.854,0.252,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1025986,2MASS J19240808+3646157,291.03369,36.771042,10.15,5604,SPE68,4.226,SPE68,-0.12,SPE68,1.187,0.864,0.7283,DSEP,0,1,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1026321,2MASS J19242702+3647447,291.11261,36.795761,14.712,5619,SPE68,4.156000000000001,SPE68,-0.06,SPE68,1.32,0.91,0.5576,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1027030,2MASS J19250480+3643424,291.26999,36.728458,12.344000000000001,5829,SPE68,4.039,SPE68,0.06,SPE68,1.653,1.09,0.3398,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1027536,2MASS J19252996+3644446,291.37485,36.745739,12.886,5988,SPE68,4.302,SPE68,0.18,SPE68,1.247,1.14,0.8272,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1027740,2MASS J19254001+3643213,291.41672,36.722609999999996,13.658,5640,PHO1,4.136,KIC0,-0.16,KIC0,1.3319999999999999,0.886,0.5285,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1027948,2MASS J19254966+3644013,291.45694,36.733711,13.975999999999999,5889,PHO1,3.927,KIC0,-0.3,KIC0,1.829,1.033,0.2377,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1028018,2MASS J19255311+3647594,291.47131,36.799839,12.645999999999999,5543,SPE68,4.129,SPE68,0.04,SPE68,1.3780000000000001,0.93,0.5012,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1028201,2MASS J19260220+3645489,291.50919,36.763599,15.323,5706,SPE68,4.2219999999999995,SPE68,0.36,SPE68,1.367,1.137,0.6269,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1161092,2MASS J19235576+3652541,290.98236,36.88171,13.561,5791,PHO1,3.9989999999999997,KIC0,-0.72,KIC0,1.482,0.8,0.3459,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1161137,2MASS J19235832+3652262,290.99301,36.873940000000005,12.479000000000001,5782,SPE68,4.0760000000000005,SPE68,0.12,SPE68,1.574,1.078,0.3893,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1161145,2MASS J19235910+3652311,290.99627999999996,36.875332,12.357000000000001,5990,SPE68,4.315,SPE68,0.2,SPE68,1.23,1.142,0.8643,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1161338,2MASS J19241139+3651297,291.04749,36.858261,13.907,5583,PHO1,3.907,KIC0,-0.2,KIC0,1.849,1.008,0.2246,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1161432,2MASS J19241675+3649339,291.06979,36.82608,13.569,5768,PHO1,4.059,KIC0,-0.18,KIC0,1.514,0.959,0.3889,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1162051,2MASS J19244852+3651034,291.20221000000004,36.850947999999995,12.475,6014,PHO1,4.018,KIC0,-0.24,KIC0,1.65,1.035,0.3248,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1162784,2MASS J19252872+3652305,291.36969,36.87516,13.626,5814,SPE68,3.884,SPE68,0.32,SPE68,2.1719999999999997,1.317,0.18100000000000002,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1163211,2MASS J19255071+3650594,291.4613,36.849838,12.797,6047,SPE68,3.8939999999999997,SPE68,-0.06,SPE68,2.072,1.227,0.1944,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1163286,2MASS J19255463+3649073,291.47766,36.818699,13.459000000000001,5866,PHO1,4.1,KIC0,-0.22,KIC0,1.444,0.957,0.4479,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1163991,2MASS J19263109+3651032,291.62958,36.85091,13.735,5307,PHO1,3.699,KIC0,-0.08,KIC0,2.696,1.326,0.09532,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1293667,2MASS J19244426+3659311,291.18445,36.99197,13.886,5914,SPE68,4.316,SPE68,-0.2,SPE68,1.114,0.938,0.9548,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1294648,2MASS J19253549+3655020,291.39789,36.917229,15.107999999999999,5745,PHO1,4.375,KIC0,0.1,KIC0,1.071,0.99,1.136,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1294649,2MASS J19253556+3654209,291.39819,36.90583,14.442,5688,SPE68,4.059,SPE68,0.12,SPE68,1.588,1.052,0.3702,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1295276,2MASS J19260787+3657104,291.53281,36.9529,13.991,5823,PHO1,4.109,KIC0,-0.02,KIC0,1.475,1.019,0.4469,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1295504,2MASS J19261887+3656100,291.57861,36.936131,13.574000000000002,5528,SPE68,3.645,SPE68,0.21,SPE68,3.1069999999999998,1.556,0.07302,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1295546,2MASS J19262103+3655269,291.58768,36.92416,13.22,5322,PHO1,3.701,KIC0,-0.16,KIC0,2.639,1.276,0.09784,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1295980,2MASS J19264021+3659263,291.66757,36.990639,13.802,6037,SPE68,4.364,SPE68,0.22,SPE68,1.171,1.158,1.0170000000000001,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1296002,2MASS J19264159+3654036,291.67331,36.90102,13.765999999999998,5280,PHO1,3.707,KIC0,-0.1,KIC0,2.636,1.291,0.09927000000000001,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1296255,2MASS J19265353+3658280,291.72308,36.974468,15.112,5838,SPE68,4.027,SPE68,0.16,SPE68,1.72,1.147,0.3177,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1296262,2MASS J19265385+3656055,291.7244,36.934891,13.286,5982,SPE68,3.923,SPE68,0.3,SPE68,2.079,1.32,0.207,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1297463,2MASS J19275758+3659266,291.98996,36.990719,14.097000000000001,5854,PHO1,4.396,KIC0,-0.24,KIC0,0.9990000000000001,0.906,1.281,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1429751,2MASS J19230975+3705537,290.79065,37.098259000000006,14.443,6025,SPE68,3.779,SPE68,0.06,SPE68,2.5140000000000002,1.385,0.1228,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1429795,2MASS J19231318+3702519,290.80492999999996,37.04776,13.527999999999999,5523,SPE68,4.398,SPE68,-0.24,SPE68,0.9359999999999999,0.798,1.3730000000000002,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1430227,2MASS J19233769+3705478,290.90707000000003,37.096619,14.536,5868,SPE68,4.256,SPE68,-0.04,SPE68,1.227,0.99,0.7545,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1430333,2MASS J19234457+3704362,290.9357,37.076729,13.622,5970,SPE68,4.333,SPE68,0.04,SPE68,1.155,1.045,0.9559,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1430444,2MASS J19235254+3703407,290.96893,37.061321,13.482999999999999,5772,PHO1,4.024,KIC0,-0.08,KIC0,1.6269999999999998,1.021,0.33399999999999996,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1430865,2MASS J19241961+3704264,291.08176000000003,37.074020000000004,14.663,5585,SPE68,4.289,SPE68,0.02,SPE68,1.128,0.902,0.8857,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1430977,2MASS J19242555+3703089,291.10648,37.052479,13.982000000000001,5861,PHO1,3.9330000000000003,KIC0,0.0,KIC0,1.922,1.155,0.2291,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1431122,2MASS J19243419+3703407,291.14249,37.061321,14.613,5300,SPE90,4.362,SPE90,0.24,SPE90,1.022,0.877,1.157,DSEP,0,1,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1431344,2MASS J19244756+3700173,291.19818,37.004822,14.673,5810,SPE68,4.297,SPE68,0.1,SPE68,1.187,1.019,0.8572,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1431693,2MASS J19250627+3702083,291.27615,37.035641,13.530999999999999,5438,SPE68,4.329,SPE68,0.42,SPE68,1.12,0.975,0.9765,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1432091,2MASS J19252650+3705571,291.36044,37.099209,15.652000000000001,5497,SPE68,4.18,SPE68,0.06,SPE68,1.2770000000000001,0.902,0.6091,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1432214,2MASS J19253184+3704227,291.38268999999997,37.072990000000004,15.661,6018,SPE68,4.327,SPE68,0.18,SPE68,1.212,1.142,0.9024,DSEP,0,1,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1432469,2MASS J19254374+3705365,291.43228,37.093491,12.714,5525,SPE68,4.273,SPE68,0.0,SPE68,1.131,0.874,0.8514,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1432789,2MASS J19255986+3703334,291.49942000000004,37.05928,15.214,5782,SPE90,4.28,SPE90,0.16,SPE90,1.22,1.035,0.8029999999999999,DSEP,1,2,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1432825,2MASS J19260175+3702188,291.50729,37.03857,13.923,5300,PHO1,3.653,KIC0,-0.04,KIC0,2.923,1.404,0.07916000000000001,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1432907,2MASS J19260606+3705541,291.52527000000003,37.098380999999996,14.360999999999999,5960,SPE68,4.173,SPE68,-0.32,SPE68,1.306,0.926,0.5856,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1433067,2MASS J19261348+3702131,291.55621,37.036991,15.046,5288,SPE68,4.061,SPE68,0.36,SPE68,1.5330000000000001,0.986,0.3859,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1433510,2MASS J19263848+3700417,291.66037,37.011589,13.886,5214,PHO1,3.654,KIC0,-0.1,KIC0,2.839,1.323,0.08147,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1434116,2MASS J19271071+3701577,291.79465,37.0327,13.849,5676,PHO1,3.82,KIC0,-0.16,KIC0,2.193,1.157,0.1546,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1434231,2MASS J19271573+3705289,291.81557999999995,37.09137,14.203,5717,KIC0,3.9,KIC0,0.44,KIC0,2.113,1.292,0.1928,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1434522,2MASS J19273229+3701250,291.88455,37.023628,12.511,5776,SPE68,4.143,SPE68,0.3,SPE68,1.482,1.113,0.4814,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1434610,2MASS J19273767+3704058,291.90695,37.068290999999995,13.729000000000001,5273,PHO1,3.675,KIC0,-0.12,KIC0,2.762,1.317,0.08801,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1435448,2MASS J19281904+3703347,292.07935,37.059662,13.942,6047,SPE68,4.173,SPE68,0.02,SPE68,1.425,1.102,0.5364,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1436265,2MASS J19285891+3705478,292.24551,37.096619,13.077,5936,KIC0,4.1080000000000005,KIC0,-0.26,KIC0,1.433,0.96,0.4599,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1569897,2MASS J19223186+3708014,290.63277999999997,37.133739,14.392999999999999,5794,PHO1,4.3069999999999995,KIC0,0.3,KIC0,1.218,1.097,0.8545,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1569924,2MASS J19223307+3711336,290.63782000000003,37.192679999999996,14.495,5818,PHO1,4.287,KIC0,0.1,KIC0,1.203,1.023,0.8277,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1569974,2MASS J19223556+3707331,290.64819,37.125881,14.902999999999999,5911,PHO1,4.37,KIC0,-0.1,KIC0,1.068,0.976,1.129,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1570026,2MASS J19223855+3707415,290.66064,37.128208,12.452,5923,PHO1,3.636,FLK73,0.1,KIC0,3.138,1.555,0.07087,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1570172,2MASS J19224602+3709384,290.69177,37.16069,14.687999999999999,5977,SPE68,4.164,SPE68,0.28,SPE68,1.53,1.247,0.4902,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1570191,2MASS J19224707+3710438,290.69614,37.17886,14.610999999999999,5778,PHO1,4.337,KIC0,-0.1,KIC0,1.081,0.926,1.034,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1570270,2MASS J19225102+3711006,290.71262,37.183498,13.857000000000001,6040,PHO1,4.237,KIC0,-0.08,KIC0,1.287,1.043,0.6892,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1570349,2MASS J19225582+3706289,290.73264,37.10804,14.184000000000001,5883,SPE68,4.293,SPE68,0.04,SPE68,1.197,1.026,0.8423,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1570400,2MASS J19225886+3706491,290.7453,37.113640000000004,14.770999999999999,6057,PHO1,4.364,KIC0,-0.04,KIC0,1.11,1.037,1.068,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1570466,2MASS J19230195+3708359,290.75815,37.14333,14.353,5988,PHO1,4.314,KIC0,-0.32,KIC0,1.1059999999999999,0.919,0.9566,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1570552,2MASS J19230695+3710069,290.77898999999996,37.16861,14.552999999999999,6054,SPE68,4.101,SPE68,-0.06,SPE68,1.54,1.091,0.42100000000000004,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1570554,2MASS J19230713+3709161,290.77972,37.154491,12.811,5929,SPE68,4.061,SPE68,-0.38,SPE68,1.49,0.932,0.3965,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1570608,2MASS J19231039+3708371,290.79332999999997,37.14365,14.625,5876,PHO1,4.37,KIC0,-0.04,KIC0,1.073,0.985,1.122,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1570918,2MASS J19232702+3711421,290.86261,37.195049,12.8,6008,SPE68,4.128,SPE68,-0.42,SPE68,1.367,0.915,0.505,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1571088,2MASS J19233733+3706048,290.90558,37.10133,10.4,5966,SPE68,3.8089999999999997,SPE68,-0.12,SPE68,2.322,1.267,0.1426,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1572895,2MASS J19251619+3709471,291.31747,37.163101,13.078,6022,PHO1,4.045,KIC0,-0.06,KIC0,1.651,1.103,0.3452,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1572999,2MASS J19252090+3708263,291.3371,37.140652,13.508,6031,SPE68,3.7260000000000004,SPE68,-0.1,SPE68,2.6639999999999997,1.378,0.1027,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1573742,2MASS J19255617+3706034,291.48407000000003,37.100971,13.569,6033,SPE68,4.178999999999999,SPE68,-0.2,SPE68,1.344,0.996,0.5777,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1573876,2MASS J19260231+3710447,291.50964,37.179089000000005,13.915,5831,SPE68,3.9960000000000004,SPE68,-0.24,SPE68,1.6569999999999998,0.992,0.3072,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1575422,2MASS J19271898+3707534,291.82907,37.131512,12.837,6011,SPE68,4.242,SPE68,-0.2,SPE68,1.239,0.979,0.7243,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1576497,2MASS J19281123+3706273,292.04681,37.10759,13.977,5959,PHO1,4.118,KIC0,-0.16,KIC0,1.4480000000000002,1.004,0.4659,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1576662,2MASS J19281989+3707283,292.08288999999996,37.12455,13.864,5846,SPE68,3.73,SPE68,-0.04,SPE68,2.641,1.364,0.1043,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1576789,2MASS J19282619+3711501,292.10913,37.197269,12.819,5372,PHO1,3.71,FLK73,-0.84,KIC0,2.064,0.798,0.1277,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1717242,2MASS J19220328+3713110,290.5137,37.21973,14.661,5641,KIC0,4.2780000000000005,KIC0,-0.22,KIC0,1.099,0.836,0.8878,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1717435,2MASS J19221354+3713247,290.55646,37.223549,13.642999999999999,5654,SPE68,4.191,SPE68,0.2,SPE68,1.3359999999999999,1.011,0.5967,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1718373,2MASS J19230533+3717365,290.77222,37.293490999999996,14.591,6020,SPE68,4.367,SPE68,0.12,SPE68,1.143,1.111,1.048,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1718520,2MASS J19231476+3714007,290.81155,37.233528,13.725,5949,PHO1,3.9610000000000003,KIC0,0.04,KIC0,1.882,1.181,0.2496,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1718537,2MASS J19231573+3717463,290.81555,37.296215000000004,13.466,6056,PHO54,4.071000000000001,PHO54,-0.08,PHO54,1.597,1.094,0.3784,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1718665,2MASS J19232345+3714594,290.84772000000004,37.249859,13.559000000000001,5779,SPE68,3.9730000000000003,SPE68,-0.16,SPE68,1.73,1.025,0.2791,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1718670,2MASS J19232371+3715166,290.84882000000005,37.254608000000005,13.914000000000001,6000,PHO1,3.844,KIC0,-0.02,KIC0,2.248,1.285,0.1593,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1718740,2MASS J19232757+3713574,290.86487,37.232632,13.911,5970,PHO1,3.783,KIC0,-0.22,KIC0,2.374,1.248,0.1313,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1718958,2MASS J19234063+3717138,290.91934,37.28717,12.800999999999998,5925,SPE59,4.394,SPE59,-0.14,SPE59,1.035,0.968,1.228,DSEP,0,1,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1718985,2MASS J19234196+3712402,290.92487,37.211182,14.593,5891,PHO1,4.331,KIC0,-0.08,KIC0,1.1179999999999999,0.975,0.9842,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1719371,2MASS J19240572+3712082,291.02386,37.202278,15.147,5757,SPE68,3.9589999999999996,SPE68,-0.1,SPE68,1.7830000000000001,1.055,0.2622,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1719550,2MASS J19241765+3717402,291.07355,37.294509999999995,13.787,6056,SPE68,4.388,SPE68,0.24,SPE68,1.1440000000000001,1.17,1.102,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1719667,2MASS J19242435+3715325,291.1015,37.259048,13.962,5679,SPE68,4.346,SPE68,0.18,SPE68,1.109,0.994,1.0270000000000001,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1720182,2MASS J19245608+3717491,291.2337,37.296989,13.815999999999999,5849,PHO1,4.175,KIC0,-0.28,KIC0,1.286,0.902,0.598,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1720810,2MASS J19253307+3714575,291.38782000000003,37.249321,12.73,5231,SPE68,3.7460000000000004,SPE68,-0.08,SPE68,2.408,1.18,0.11900000000000001,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1720964,2MASS J19254036+3714181,291.41821,37.238369,13.504000000000001,5796,PHO1,4.149,KIC0,-0.34,KIC0,1.2990000000000002,0.868,0.5582,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1721409,2MASS J19260274+3715542,291.51147000000003,37.26506,13.731,5619,PHO1,4.12,KIC0,0.22,KIC0,1.462,1.03,0.4638,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1721439,2MASS J19260445+3713022,291.51859,37.2173,15.435,5757,SPE68,3.95,SPE68,-0.38,SPE68,1.702,0.942,0.2691,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1722276,2MASS J19264720+3714169,291.69672,37.238040999999996,14.645,5367,SPE68,3.783,SPE68,-0.46,SPE68,2.057,0.935,0.1513,DSEP,0,1,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1722289,2MASS J19264815+3714514,291.70062,37.24762,14.568,5940,PHO1,4.317,KIC0,-0.7,KIC0,1.014,0.778,1.051,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1722956,2MASS J19272098+3716014,291.83746,37.267078000000005,13.918,5662,PHO54,4.281000000000001,PHO54,-0.26,PHO54,1.091,0.829,0.8999,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1723157,2MASS J19273216+3714118,291.884,37.236629,13.745,5381,PHO54,3.7889999999999997,PHO54,-0.62,PHO54,1.9469999999999998,0.849,0.1621,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1723338,2MASS J19274181+3715557,291.92422,37.265491,14.244000000000002,5925,PHO1,4.316,KIC0,-0.32,KIC0,1.089,0.897,0.9777,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1723350,2MASS J19274216+3715244,291.92569,37.256802,14.818,5675,PHO1,4.335,KIC0,0.16,KIC0,1.1179999999999999,0.986,0.9936,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1723624,2MASS J19275600+3716561,291.98334,37.282261,15.175,5819,PHO1,4.369,KIC0,-0.5,KIC0,0.968,0.8,1.242,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1723993,2MASS J19281342+3714504,292.05593999999996,37.24733,14.276,5514,PHO1,4.215,KIC0,0.08,KIC0,1.23,0.906,0.6855,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1724096,2MASS J19281913+3717252,292.07974,37.29034,11.954,6039,PHO1,4.042,FLK73,-0.44,KIC0,1.535,0.948,0.3689,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1724171,2MASS J19282214+3712023,292.09225,37.200649,13.787,5589,SPE68,4.07,SPE68,-0.06,SPE68,1.48,0.939,0.4077,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1724342,2MASS J19283012+3717335,292.12555,37.29266,14.92,5951,SPE68,4.086,SPE68,0.08,SPE68,1.588,1.12,0.3943,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1724629,2MASS J19284533+3716341,292.18887,37.276138,14.755999999999998,5557,PHO1,4.2989999999999995,KIC0,0.2,KIC0,1.15,0.958,0.8878,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1724801,2MASS J19285266+3716342,292.21942,37.276169,14.386,5683,KIC0,4.177,KIC0,0.4,KIC0,1.41,1.09,0.5478,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1724842,2MASS J19285420+3717204,292.22589,37.289021000000005,13.927999999999999,5631,SPE68,4.317,SPE68,0.26,SPE68,1.1520000000000001,1.006,0.9261,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1724975,2MASS J19290115+3715011,292.25482,37.25032,12.324000000000002,5303,PHO1,4.032,KIC0,0.07,KIC0,1.531,0.92,0.3609,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1725457,2MASS J19292352+3715139,292.34802,37.253868,14.767999999999999,5680,PHO1,4.238,KIC0,0.1,KIC0,1.242,0.973,0.7158,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1725470,2MASS J19292407+3713064,292.35031000000004,37.218472,13.785,5953,SPE68,4.252,SPE68,0.24,SPE68,1.341,1.172,0.6849,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1725893,2MASS J19294403+3713335,292.43347,37.225978999999995,13.245,5846,SPE68,3.778,SPE68,-0.52,SPE68,2.2030000000000003,1.061,0.1397,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1726045,2MASS J19295336+3715177,292.47235,37.254929,14.525,5825,SPE68,4.145,SPE68,0.16,SPE68,1.459,1.083,0.4912,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1726097,2MASS J19295533+3716163,292.48056,37.271209999999996,13.955,5956,PHO1,4.369,KIC0,-0.64,KIC0,0.971,0.804,1.237,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1726425,2MASS J19301141+3717555,292.54755,37.298759000000004,13.508,5564,PHO1,3.6839999999999997,KIC0,0.26,KIC0,2.923,1.506,0.08491,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1726688,2MASS J19302464+3717269,292.60266,37.290828999999995,14.843,6004,SPE68,3.9210000000000003,SPE68,0.26,SPE68,2.093,1.331,0.2045,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1726747,2MASS J19302768+3717582,292.61536,37.299519000000004,13.519,5624,PHO1,3.7119999999999997,KIC0,-0.02,KIC0,2.702,1.373,0.09802999999999999,DSEP,0,0,0,,2018-01-06 0
q1_q17_dr25_supp_stellar,1849334,2MASS J19044270+3718019,286.17852999999997,37.300732,11.978,5833,PHO54,4.168,PHO54,0.0,PHO54,1.371,1.009,0.5516,DSEP,0,0,0,,2018-01-06 0
