KIC,Period,teff,logg,radius,mass,dens
10556951,0.0,5678.0,4.395,0.997,0.902,1.2819999999999998
3230787,17.584,5883.0,4.04,1.554,0.966,0.3624
6314433,15.458,6050.0,3.9,1.903,1.0490000000000002,0.2144
11876347,14.399,5827.0,4.3210000000000015,1.099,0.922,0.9801
11285935,11.448,5955.0,4.356,1.051,0.915,1.111
757099,20.361,5519.0,3.822,2.109,1.077,0.1618
9245354,0.0,5636.0,4.14,1.364,0.937,0.5194
12105345,24.572,5564.0,4.364,0.982,0.813,1.209
8129232,0.0,5623.0,3.984,1.645,0.9520000000000001,0.301
9048239,14.196,5734.0,4.277,1.117,0.862,0.8708
10844288,14.213,5349.0,3.725,2.295,1.02,0.1188
6425088,11.39,5578.0,4.315,1.078,0.877,0.9855
2283989,11.956,5948.0,4.329,1.088,0.919,1.006
10586967,15.233,5565.0,4.385,0.984,0.856,1.268
5184018,15.564,5833.0,4.355,1.084,0.9690000000000001,1.073
10580913,17.241,5357.0,4.042,1.506,0.9109999999999999,0.3756
9107602,12.116,5583.0,4.136,1.3230000000000002,0.8740000000000001,0.5324
2998680,15.705,5866.0,4.379,1.036,0.938,1.188
6182700,12.29,5573.0,3.962,1.747,1.022,0.27
6185417,18.033,5883.0,4.149,1.529,1.205,0.4752
8574950,15.012,5510.0,4.301,1.142,0.9520000000000001,0.8994
4066688,16.39,5596.0,4.337,1.122,0.998,0.9954
11361601,14.868,5971.0,3.919,1.957,1.16,0.218
4633575,18.137,5888.0,3.721,2.519,1.218,0.1073
9963635,19.235,5912.0,4.2639999999999985,1.167,0.9109999999999999,0.8079
10385437,0.0,5899.0,4.367,1.052,0.941,1.137
8678337,7.826,5655.0,3.707,2.702,1.3559999999999999,0.09679
10924572,14.798,5427.0,4.334,1.058,0.8809999999999999,1.047
8737020,14.664,5245.0,3.707,2.496,1.156,0.1047
9533372,0.0,5968.0,3.887,1.944,1.062,0.2037
7013222,23.124,6036.0,4.322,1.154,1.018,0.9329
7362863,0.0,5328.0,3.924,1.672,0.856,0.2581
6307430,12.285,5903.0,4.35,1.002,0.82,1.148
7765135,2.554,5951.0,4.072,1.401,0.845,0.4328
5954304,14.048,5865.0,4.027,1.645,1.05,0.3322
5450769,20.798,5791.0,3.784,2.526,1.416,0.1238
4480749,16.651,5855.0,4.382,1.022,0.919,1.212
10554689,15.261,5727.0,4.396,0.998,0.905,1.281
8053926,24.702,5996.0,3.821,2.373,1.361,0.1435
7377160,0.0,5670.0,3.948,1.578,0.8059999999999999,0.2888
11460716,12.221,5244.0,3.724,2.705,1.413,0.1005
3437548,17.838,6013.0,3.797,2.506,1.4340000000000002,0.1284
9592239,13.796,6035.0,4.379,1.012,0.894,1.215
9183522,15.427,5754.0,4.082,1.452,0.927,0.4269
6766634,13.642,6018.0,4.257,1.286,1.09,0.7216
7598321,13.352,5700.0,4.165,1.265,0.853,0.5935
4991457,0.0,5670.0,4.391,0.973,0.85,1.301
6963092,14.893,5904.0,4.3660000000000005,1.142,1.105,1.046
8935480,12.75,5589.0,3.794,2.434,1.344,0.1314
4474532,13.814,5963.0,4.287,1.182,0.9890000000000001,0.8431
5780885,4.884,6036.0,3.968,1.909,1.236,0.2501
7283306,17.525,5231.0,3.669,2.679,1.2209999999999999,0.08943999999999999
8509611,0.0,5903.0,4.303,1.0490000000000002,0.807,0.9829
8949925,17.054,5846.0,4.293,1.178,0.9940000000000001,0.8567
12884118,13.961,5991.0,4.301,1.067,0.8290000000000001,0.9622
6343819,0.0,5691.0,4.159,1.321,0.919,0.5612
5943886,16.678,6006.0,3.717,2.61,1.295,0.1026
9152016,43.172,5575.0,4.372,0.967,0.804,1.253
6182131,7.98,5768.0,3.698,2.777,1.405,0.09242
7770569,17.217,5616.0,3.887,1.955,1.075,0.2027
4248541,14.37,5866.0,4.393,1.032,0.9620000000000001,1.231
7017281,12.072,5496.0,3.771,2.17,1.014,0.1398
5636733,16.946,5866.0,4.191,1.339,1.016,0.5962
9345393,13.958,5312.0,3.694,2.855,1.4680000000000002,0.08885
5731733,15.797,5714.0,3.664,2.904,1.42,0.08165
8377257,17.853,5726.0,4.332,1.024,0.8220000000000001,1.079
10580281,13.836,5745.0,4.364,0.995,0.8370000000000001,1.195
6509957,12.45,5966.0,4.243,1.3159999999999998,1.1059999999999999,0.6836
10583818,21.434,5615.0,4.122,1.335,0.861,0.5099
10399343,13.98,5689.0,4.372,0.949,0.773,1.275
10089269,0.0,5931.0,4.259,1.237,1.014,0.7536
11499859,16.157,6042.0,4.272,1.197,0.978,0.8029
5000509,16.682,5587.0,3.993,1.64,0.966,0.3086
7918172,17.967,5209.0,3.999,1.595,0.927,0.3217
3437785,17.486,5959.0,3.905,1.85,1.002,0.2231
10404873,14.245,5900.0,4.376,1.025,0.9129999999999999,1.192
11290555,15.922,6029.0,4.383,0.91,0.7290000000000001,1.361
11200049,16.084,5794.0,4.369,1.055,0.948,1.138
5271947,18.876,5806.0,4.353,1.101,0.996,1.052
9673173,13.8,6039.0,4.242,1.278,1.041,0.7019
9569401,0.0,6040.0,4.289,1.182,0.991,0.8458
5019736,14.408,5845.0,4.345,1.046,0.884,1.088
10160355,15.232,5846.0,3.73,2.641,1.364,0.1043
4750567,0.0,6049.0,4.34,1.088,0.946,1.034
11571404,16.503,6015.0,4.004,1.567,0.904,0.3305
4555166,15.184,5405.0,3.871,2.075,1.167,0.184
4571573,13.298,5981.0,4.327,1.122,0.976,0.9739
9137437,12.878,5956.0,4.375,1.029,0.917,1.185
7372866,0.0,5999.0,4.292,1.105,0.872,0.9117
7741084,15.055,5254.0,3.71,2.637,1.301,0.09995
8684730,18.705,5877.0,3.927,1.963,1.187,0.221
11602328,0.0,5297.0,4.338,1.06,0.8909999999999999,1.055
5269651,13.731,5788.0,3.759,1.978,0.8190000000000001,0.149
5096701,15.359,5985.0,3.687,2.806,1.3980000000000001,0.08912
4548654,19.177,5700.0,4.372,0.947,0.7709999999999999,1.277
5861010,16.229,5895.0,4.314,1.159,1.0090000000000001,0.9139
3448818,20.519,5993.0,4.016,1.61,0.98,0.3308
11140232,15.064,5311.0,3.864,1.769,0.8340000000000001,0.2122
5783441,19.986,5423.0,4.399,0.998,0.9109999999999999,1.291
10264583,14.579,5692.0,4.3889999999999985,1.015,0.9209999999999999,1.239
8048003,16.159,5735.0,4.062,1.392,0.816,0.4262
11074253,41.283,5472.0,4.337,1.04,0.856,1.073
6468089,11.357,5933.0,4.294,1.226,1.079,0.8240000000000001
5900081,12.229,6050.0,4.324,1.195,1.097,0.9055
4759796,13.339,5689.0,4.396,0.995,0.899,1.285
9291569,15.164,6035.0,4.2639999999999985,1.225,1.0070000000000001,0.7712
4908107,16.072,5847.0,3.67,2.87,1.406,0.08373
8914238,13.517,5966.0,3.824,2.385,1.381,0.1434
6791808,13.567,6057.0,4.398,1.01,0.932,1.273
12118443,13.111,5967.0,4.396,0.945,0.81,1.352
5905714,14.106,5655.0,4.394,1.071,1.035,1.187
5164924,12.016,5688.0,4.283,1.109,0.86,0.8888
6463499,12.038,5780.0,3.729,2.478,1.2009999999999998,0.1112
11857920,22.478,5508.0,4.3580000000000005,1.022,0.868,1.147
11443087,15.298,5937.0,4.064,1.503,0.955,0.3959
9508996,15.601,5941.0,4.307,1.263,1.182,0.8263
11751202,13.784,5219.0,4.033,1.544,0.9390000000000001,0.3594
9334867,15.475,6038.0,4.284,1.1909999999999998,0.995,0.8298
6867032,12.87,5559.0,3.968,1.617,0.8859999999999999,0.2951
10734703,16.179,5969.0,4.365,1.189,1.197,1.003
8129352,0.0,5553.0,3.826,1.96,0.9390000000000001,0.1756
8329496,0.0,5470.0,3.772,2.12,0.97,0.1433
5854038,18.229,5945.0,4.128,1.381,0.934,0.4996
7677340,11.288,6017.0,4.31,1.177,1.031,0.8898
4861991,7.609,5996.0,4.217,1.285,0.993,0.66
11244547,16.718,5635.0,4.295,1.173,0.9890000000000001,0.8629
7953766,17.375,5766.0,4.32,1.013,0.7809999999999999,1.0590000000000002
6964343,12.554,5782.0,4.282,1.141,0.9079999999999999,0.8622
10490960,2.841,5897.0,4.2780000000000005,1.196,0.99,0.8155
10354861,47.297,5552.0,4.372,0.97,0.81,1.249
9349757,15.734,5574.0,4.332,1.1,0.948,1.004
3642564,13.133,6007.0,4.105,1.403,0.915,0.4662
3342794,7.811,5845.0,4.2,1.314,0.998,0.6194
8885226,19.348,5825.0,4.29,1.187,1.001,0.8426
9279765,0.0,5307.0,3.912,1.8,0.9640000000000001,0.2327
9641657,46.147,5338.0,4.39,0.974,0.8490000000000001,1.293
7547448,13.167,5620.0,4.354,0.987,0.8029999999999999,1.175
12266454,0.0,5666.0,4.365,1.025,0.888,1.161
11038123,11.992,5282.0,3.93,1.673,0.871,0.2618
3626665,44.6,6008.0,3.899,1.88,1.021,0.2166
4043166,0.0,5795.0,4.231,1.175,0.858,0.7441
5353874,20.129,5763.0,4.188,1.362,1.043,0.5815
9278084,16.981,5702.0,4.334,1.051,0.871,1.055
6125921,15.341,5792.0,4.215,1.235,0.912,0.6823
5821550,10.759,5922.0,4.258,1.187,0.93,0.7835
2018619,18.325,5597.0,4.163,1.419,1.068,0.5261
5354631,22.038,5456.0,3.656,2.533,1.058,0.09178
8481416,11.982,5922.0,4.398,1.057,1.0190000000000001,1.216
6059988,17.597,5783.0,4.277,1.147,0.909,0.8482
3529147,14.359,5899.0,4.367,1.052,0.941,1.137
3324568,43.946,6026.0,4.271,1.173,0.935,0.8165
4456150,7.297,5878.0,4.309,1.157,0.996,0.9049
4768279,17.559,5940.0,3.876,2.105,1.213,0.1831
12506744,17.266,6003.0,4.346,1.085,0.9540000000000001,1.051
12252617,15.867,5872.0,3.894,2.024,1.171,0.199
11014767,28.197,5817.0,3.936,1.71,0.9209999999999999,0.2593
10684371,13.944,5821.0,3.958,1.556,0.8009999999999999,0.2997
8081256,16.965,5944.0,3.956,1.831,1.1059999999999999,0.2536
3113630,4.956,6022.0,3.731,2.582,1.311,0.1073
5005751,12.905,6003.0,4.2639999999999985,1.129,0.8540000000000001,0.8348
7761055,15.646,5884.0,4.103,1.683,1.3090000000000002,0.3865
4907266,16.307,5962.0,4.238,1.366,1.179,0.6506
9447625,0.0,6053.0,4.392,1.077,1.041,1.175
8261336,16.378,5792.0,4.388,0.967,0.8340000000000001,1.298
9142010,15.633,5733.0,4.342,1.069,0.9179999999999999,1.057
10122003,17.94,5649.0,4.293,1.118,0.8959999999999999,0.9025
9027846,15.968,6024.0,4.373,1.013,0.883,1.197
8639332,13.789,5710.0,3.919,1.946,1.147,0.2191
6110128,0.0,5775.0,4.396,1.039,0.98,1.231
8591424,0.0,5601.0,4.01,1.649,1.014,0.3187
11621155,15.045,6008.0,4.243,1.253,1.002,0.7181
6293199,0.0,5504.0,3.811,1.838,0.797,0.1809
6509581,14.79,5775.0,4.362,1.079,0.977,1.095
8182091,22.95,5712.0,4.388,0.988,0.87,1.271
9828294,50.096,5377.0,3.849,2.189,1.235,0.1658
11958479,10.124,5747.0,4.387,0.976,0.847,1.284
8214403,0.0,5228.0,3.696,2.608,1.232,0.09783
5344310,0.0,5588.0,4.328,1.089,0.92,1.003
10420475,40.707,6025.0,3.945,1.897,1.156,0.2386
10718221,12.576,5947.0,3.992,1.766,1.117,0.2858
5306664,14.123,5876.0,4.319,1.094,0.91,0.9777
5511081,10.113,5951.0,4.017,1.693,1.0859999999999999,0.3154
9412189,11.784,5696.0,4.349,1.028,0.862,1.117
4356698,19.921,5492.0,4.3580000000000005,1.003,0.8370000000000001,1.167
7886424,19.136,5323.0,3.691,2.35,0.988,0.1072
9813473,9.07,5846.0,4.37,1.034,0.915,1.164
4727174,0.0,5908.0,4.313,1.196,1.071,0.8824
3762671,0.0,5516.0,4.373,0.976,0.8190000000000001,1.242
7660779,0.0,5704.0,4.26,1.114,0.823,0.8390000000000001
4842459,17.589,5578.0,4.307,1.0759999999999998,0.856,0.9672
12218985,14.126,5900.0,3.641,2.559,1.044,0.08772999999999999
6922277,18.622,6046.0,4.349,1.06,0.9159999999999999,1.084
7381225,14.447,5380.0,4.176,1.3030000000000002,0.929,0.5918
4636995,16.088,5712.0,3.793,2.122,1.02,0.1503
11913722,19.217,5899.0,4.287,1.099,0.853,0.9047
6437057,13.754,6032.0,4.397,1.147,1.203,1.122
8702647,14.82,5947.0,4.195,1.286,0.9470000000000001,0.6273
9752863,42.185,5327.0,3.671,2.329,0.9279999999999999,0.1034
8590546,0.0,6045.0,4.327,1.143,1.012,0.9541
5109309,17.704,5734.0,4.339,1.0659999999999998,0.904,1.052
5641000,10.788,5811.0,4.115,1.483,1.045,0.4513
12152537,15.097,5843.0,4.338,1.089,0.943,1.027
4172574,17.96,5936.0,4.334,1.07,0.9,1.036
5273519,13.974,5700.0,4.388,0.99,0.8740000000000001,1.267
10145773,8.542,5705.0,4.265,1.234,1.021,0.7663
5480328,16.882,5655.0,3.854,2.066,1.113,0.1776
5395681,13.881,5891.0,4.388,0.949,0.802,1.3219999999999998
8057543,17.059,6052.0,4.368,1.039,0.92,1.155
3837275,13.741,5922.0,4.364,1.023,0.882,1.161
8782055,14.926,6047.0,3.735,2.648,1.39,0.1054
7908531,12.977,5605.0,4.31,1.074,0.8590000000000001,0.9774
9995771,15.018,5807.0,4.316,1.133,0.9690000000000001,0.9383
8972493,21.547,5808.0,4.3889999999999985,1.058,0.9990000000000001,1.189
10035635,33.948,5903.0,4.298,1.039,0.7809999999999999,0.981
8265199,0.0,5408.0,3.772,2.217,1.062,0.1372
3735634,9.39,5699.0,4.192,1.215,0.838,0.6577
5716330,11.598,5952.0,4.227,1.304,1.046,0.664
7733614,10.414,5657.0,4.3439999999999985,1.044,0.877,1.085
7429981,17.884,5933.0,4.374,1.034,0.924,1.177
10449601,14.38,6050.0,4.355,1.12,1.035,1.038
3527398,18.059,5346.0,3.988,1.665,0.9840000000000001,0.3001
5871653,11.023,5571.0,4.022,1.483,0.845,0.365
5344592,0.0,5995.0,4.373,1.007,0.873,1.205
9532845,33.902,5346.0,4.0,1.564,0.893,0.3288
5374789,3.883,5941.0,4.357,1.113,1.026,1.048
5171167,13.887,5861.0,4.263,1.189,0.9470000000000001,0.7923
8496484,22.877,5573.0,3.917,1.639,0.81,0.259
5120654,16.672,5632.0,4.354,0.986,0.8,1.177
3248860,13.757,6040.0,4.002,1.783,1.166,0.2897
8867572,16.076,5854.0,4.375,1.034,0.9259999999999999,1.179
7516073,16.185,5786.0,4.155,1.388,1.003,0.528
2974741,15.747,5845.0,4.39,1.052,0.991,1.198
10796226,17.754,5473.0,4.334,1.072,0.904,1.034
11507400,16.105,5551.0,3.793,2.22,1.1179999999999999,0.1438
11713414,9.105,5974.0,3.88,2.029,1.139,0.1919
5301565,14.545,5544.0,4.335,1.053,0.8740000000000001,1.055
10450522,17.818,5991.0,4.083,1.5,0.995,0.4151
4672403,30.406,5791.0,3.982,1.814,1.1520000000000001,0.2719
6761777,14.273,5741.0,3.997,1.746,1.105,0.2922
12011069,39.189,5768.0,4.3580000000000005,1.067,0.946,1.097
10591797,10.272,5952.0,3.759,2.57,1.381,0.1146
11661685,18.005,5967.0,3.76,2.559,1.374,0.1155
7373483,9.873,5984.0,4.384,1.044,0.965,1.193
3854949,14.812,5767.0,4.307,1.22,1.101,0.853
7540808,23.909,5934.0,3.819,2.241,1.206,0.151
5219915,15.481,5772.0,4.397,0.99,0.892,1.296
4912589,11.225,5757.0,4.134,1.345,0.898,0.5201
7034723,47.631,5768.0,4.398,0.98,0.877,1.311
9513745,24.575,5350.0,4.3889999999999985,0.973,0.847,1.294
1576662,12.362,5846.0,3.73,2.641,1.364,0.1043
11404451,15.264,5643.0,4.32,1.18,1.06,0.9093
11768317,16.9,5899.0,3.768,2.33,1.159,0.1291
3744009,16.86,5767.0,4.082,1.497,0.987,0.4145
10352941,15.153,5611.0,4.333,1.07,0.897,1.033
5221138,18.76,5317.0,3.77,1.946,0.812,0.1553
6548359,5.471,5680.0,3.895,2.125,1.2919999999999998,0.1897
9835525,0.0,5226.0,3.969,1.633,0.9059999999999999,0.2928
10854941,17.099,5884.0,4.235,1.272,1.015,0.6946
6669107,18.333,5984.0,3.974,1.911,1.255,0.2532
6102826,18.026,5845.0,3.941,1.818,1.053,0.2466
6671492,17.913,5896.0,3.819,2.382,1.3630000000000002,0.142
8289822,21.928,5765.0,4.1610000000000005,1.3259999999999998,0.93,0.5616
6526427,16.72,5968.0,4.03,1.873,1.369,0.2937
8315266,40.63,6031.0,4.085,1.43,0.907,0.4368
6950934,10.748,5458.0,4.375,1.028,0.914,1.186
10935147,20.8,5322.0,3.787,2.004,0.8959999999999999,0.1569
4447115,17.682,5721.0,4.227,1.178,0.8540000000000001,0.7349
10515602,16.862,5375.0,4.382,0.981,0.847,1.263
6837722,8.666,5865.0,3.874,2.061,1.161,0.1869
11245226,15.615,6030.0,4.316,1.152,1.0,0.922
11553836,16.539,5248.0,3.677,2.405,1.004,0.1017
3101707,0.0,5286.0,4.363,1.021,0.878,1.161
11968301,15.821,5798.0,3.866,2.089,1.17,0.1809
10031964,15.828,5778.0,4.282,1.13,0.892,0.8707
4833352,15.859,5902.0,4.399,1.029,0.968,1.251
11357555,20.051,6011.0,4.378,1.017,0.9,1.205
10604174,17.936,5877.0,3.941,1.841,1.079,0.2436
9344234,41.043,5953.0,4.388,0.965,0.828,1.3
6106748,0.0,5550.0,4.353,1.0759999999999998,0.9520000000000001,1.0759999999999998
9631285,0.0,5872.0,4.3660000000000005,0.999,0.845,1.194
3626433,6.366,5899.0,4.127,1.3769999999999998,0.9259999999999999,0.4993
5302560,16.565,5628.0,4.302,1.186,1.03,0.8689
9335664,11.169,6003.0,4.374,1.048,0.948,1.16
9970807,13.674,5970.0,4.33,0.989,0.762,1.112
6289134,36.878,5500.0,4.397,0.94,0.804,1.364
3424056,10.845,6008.0,4.373,1.062,0.972,1.143
5636871,21.996,5528.0,4.3,1.096,0.8740000000000001,0.9361
6288960,18.051,5541.0,4.392,0.975,0.856,1.3
8844456,14.232,5979.0,4.249,1.34,1.1640000000000001,0.6821
9603445,41.852,5812.0,4.359,0.972,0.7859999999999999,1.205
11133464,15.076,5381.0,3.856,1.7819999999999998,0.831,0.2067
8676175,15.051,5645.0,4.204,1.21,0.8540000000000001,0.679
4282993,12.414,5975.0,4.09,1.599,1.146,0.3949
8585148,28.18,5522.0,4.2410000000000005,1.198,0.9109999999999999,0.7472
6283563,14.634,5933.0,3.923,1.925,1.1320000000000001,0.2234
8294921,22.1,5349.0,3.891,1.717,0.836,0.2327
10604315,13.068,6031.0,4.207,1.328,1.036,0.6234
8444720,13.902,5834.0,4.38,1.0490000000000002,0.9640000000000001,1.175
10646461,0.0,6025.0,4.261,1.175,0.919,0.7985
8688275,37.448,5338.0,4.383,0.984,0.855,1.263
8637151,11.462,5568.0,4.374,1.054,0.96,1.153
3328134,19.086,5863.0,4.349,1.153,1.084,0.9952
7779029,17.985,5727.0,4.251,1.19,0.9209999999999999,0.7698
8265761,17.022,5839.0,4.287,1.166,0.96,0.8537
8075941,15.417,5426.0,3.842,1.882,0.898,0.1898
12600214,17.323,5876.0,4.025,1.646,1.046,0.3308
2307470,42.774,6035.0,4.194,1.197,0.8170000000000001,0.6715
11401954,47.925,6046.0,4.392,1.035,0.9640000000000001,1.225
11247541,0.0,5724.0,4.352,0.973,0.7759999999999999,1.185
1873703,30.032,5906.0,3.824,2.235,1.214,0.1533
6199665,16.65,5881.0,4.217,1.264,0.96,0.67
8453238,16.553,5956.0,3.886,1.838,0.946,0.2148
8843356,17.682,5642.0,3.921,1.7519999999999998,0.932,0.2441
11622645,13.18,5937.0,4.364,1.03,0.895,1.153
7300738,14.65,5466.0,3.64,2.759,1.213,0.08136
9334736,45.82,5377.0,3.849,2.189,1.235,0.1658
6184293,16.186,5696.0,4.323,1.02,0.799,1.06
9243360,10.088,5569.0,3.739,2.45,1.198,0.1148
4751368,18.628,5794.0,3.809,2.235,1.171,0.1478
8345807,15.109,5784.0,3.871,2.012,1.0979999999999999,0.1898
6922309,0.0,5768.0,4.369,1.028,0.902,1.17
8114465,13.432,5869.0,3.761,2.323,1.136,0.1275
4449814,14.935,5819.0,4.061,1.517,0.966,0.3903
9533353,13.074,5588.0,4.1930000000000005,1.31,0.977,0.6114
7820558,10.031,5274.0,3.987,1.598,0.905,0.3124
11237282,16.498,5962.0,3.945,1.813,1.058,0.2499
8007133,0.0,5407.0,3.708,2.065,0.7929999999999999,0.1268
10684670,13.818,5556.0,4.375,1.069,0.988,1.138
8249914,13.012,5989.0,4.103,1.526,1.0759999999999998,0.4265
6763595,15.23,5992.0,4.391,0.972,0.847,1.3
5876088,0.0,5539.0,4.05,1.636,1.094,0.3521
11760693,8.475,5739.0,3.977,1.6869999999999998,0.9840000000000001,0.2889
6204684,11.517,5594.0,4.312,1.064,0.848,0.9912
8165629,0.0,5985.0,4.314,1.083,0.8809999999999999,0.9777
10197310,14.997,5884.0,4.311,1.128,0.951,0.9333
2447932,21.205,5910.0,3.86,2.166,1.2409999999999999,0.1719
7840438,12.768,6028.0,4.05,1.505,0.927,0.3832
6929627,0.0,5971.0,4.365,1.081,0.9890000000000001,1.103
5568259,14.292,5791.0,4.096,1.503,1.0270000000000001,0.4264
9774303,17.726,5321.0,3.896,1.757,0.887,0.2303
5380782,0.0,5790.0,4.36,0.956,0.763,1.231
12156742,8.096,5382.0,4.3260000000000005,1.07,0.884,1.016
8389565,0.0,5588.0,4.128,1.345,0.887,0.5134
10579356,15.008,5596.0,4.373,1.061,0.97,1.143
2422417,20.379,5934.0,4.297,1.256,1.14,0.81
8588642,0.0,5941.0,4.379,1.096,1.048,1.121
6606787,0.0,5365.0,3.947,1.631,0.8590000000000001,0.279
4372541,5.935,5864.0,4.26,1.245,1.0290000000000001,0.7513
12367000,16.888,5741.0,4.305,1.141,0.958,0.9081
8591667,22.665,5492.0,3.746,2.617,1.391,0.1093
9229632,13.541,6058.0,4.357,1.086,0.978,1.0759999999999998
11018232,13.824,6010.0,4.299,1.198,1.04,0.8525
8041971,18.394,5583.0,4.28,1.177,0.9620000000000001,0.8312
4348178,14.599,5387.0,4.353,1.057,0.919,1.095
11351621,0.0,5362.0,3.889,1.716,0.833,0.2322
8397111,0.0,6058.0,4.0760000000000005,1.416,0.871,0.4318
3831324,17.095,5930.0,4.174,1.357,1.003,0.5657
11824498,13.996,6014.0,4.355,1.016,0.851,1.144
7703955,14.224,5792.0,4.375,1.005,0.875,1.214
10619632,11.324,5921.0,4.309,1.046,0.812,1.001
4947242,16.495,5629.0,4.089,1.514,1.0270000000000001,0.417
10802826,14.469,5598.0,4.154,1.339,0.9309999999999999,0.5466
8526865,14.904,5955.0,4.132,1.297,0.833,0.5369
9327408,17.432,5925.0,4.1789999999999985,1.239,0.845,0.6262
2708499,27.711,5495.0,4.018,1.507,0.863,0.3555
4735931,18.399,5962.0,4.33,1.197,1.1179999999999999,0.9187
7421886,23.14,5884.0,4.368,1.002,0.856,1.198
8315622,15.483,5922.0,4.354,1.002,0.8270000000000001,1.159
6423236,16.598,6025.0,4.377,1.093,1.0390000000000001,1.119
8392053,30.268,5274.0,3.835,1.826,0.831,0.1923
4281895,9.555,5537.0,3.837,1.785,0.7979999999999999,0.1977
5556379,15.63,5925.0,4.297,1.1840000000000002,1.014,0.8609
9880161,16.196,5899.0,4.325,1.127,0.978,0.9633
8741476,0.0,5314.0,3.981,1.598,0.8909999999999999,0.3078
4243262,25.064,5465.0,4.023,1.507,0.8740000000000001,0.3598
9641341,15.88,5761.0,4.063,1.565,1.033,0.3795
10710946,15.387,5497.0,4.117,1.403,0.9420000000000001,0.4797
5395400,9.858,6014.0,4.164,1.4469999999999998,1.114,0.5173
9945233,28.689,5774.0,3.95,1.766,1.015,0.2596
5219664,15.297,5842.0,4.279,1.144,0.9079999999999999,0.8529
9663141,18.595,5944.0,4.061,1.569,1.033,0.3769
9540730,17.483,5485.0,4.02,1.507,0.867,0.35700000000000004
12406744,19.233,5458.0,4.378,0.983,0.8420000000000001,1.248
7516518,44.821,5484.0,3.978,1.5619999999999998,0.847,0.3133
4140933,13.132,5482.0,3.78,2.255,1.119,0.1375
4930802,16.073,5999.0,4.024,1.574,0.9540000000000001,0.3447
10583381,17.212,5645.0,4.399,1.037,0.9840000000000001,1.241
11289899,18.311,5472.0,3.751,2.459,1.2429999999999999,0.1178
10800697,16.873,5408.0,4.396,0.955,0.828,1.339
7341050,14.74,5548.0,4.038,1.614,1.038,0.3477
4764033,13.043,5734.0,3.669,3.023,1.557,0.07937000000000001
9299809,24.445,5739.0,4.103,1.332,0.821,0.4891
4158803,6.911,5959.0,4.2010000000000005,1.233,0.882,0.6626
7297647,13.5,5701.0,4.298,1.12,0.9079999999999999,0.9104
10862833,17.437,6028.0,3.993,1.639,0.963,0.3083
8848543,16.018,5721.0,4.311,1.075,0.863,0.9786
3338421,7.74,6022.0,3.731,2.582,1.311,0.1073
8524904,15.606,5808.0,3.966,1.732,1.014,0.2746
5513893,16.688,5996.0,3.87,2.128,1.226,0.1791
5640183,0.0,5906.0,4.369,1.094,1.021,1.099
7940809,0.0,6007.0,4.379,1.051,0.965,1.172
5130380,9.982,5907.0,4.296,1.126,0.915,0.9016
12024120,11.097,6007.0,4.232,1.334,1.107,0.6573
10810121,17.544,5707.0,4.202,1.4280000000000002,1.185,0.5731
6629042,8.862,5995.0,3.777,2.383,1.239,0.129
11617968,0.0,6017.0,4.387,1.036,0.9540000000000001,1.21
8618712,20.134,5910.0,4.03,1.727,1.1640000000000001,0.3186
5300039,0.0,5524.0,4.234,1.25,0.977,0.7051
5698325,13.953,5902.0,3.818,2.321,1.291,0.1455
4459394,9.541,5861.0,4.3039999999999985,1.134,0.943,0.9119
6104792,16.692,5798.0,4.3039999999999985,1.047,0.804,0.9878
8112608,14.956,6054.0,4.037,1.685,1.129,0.3323
7663039,16.187,6017.0,3.981,1.769,1.094,0.2783
9719713,13.854,5699.0,3.679,2.91,1.474,0.08426
7732139,15.48,6043.0,3.931,1.85,1.0659999999999998,0.2371
7627739,13.562,6025.0,4.334,1.038,0.847,1.068
6750902,11.981,5888.0,4.394,1.008,0.9179999999999999,1.262
9141578,13.778,5880.0,3.99,1.6780000000000002,1.003,0.2989
7336013,0.0,5655.0,4.1960000000000015,1.272,0.9259999999999999,0.6344
7281979,16.194,5874.0,3.872,1.991,1.0759999999999998,0.1921
8282874,14.575,5968.0,4.308,1.0659999999999998,0.8420000000000001,0.9775
9574179,17.653,5696.0,4.295,1.145,0.9420000000000001,0.8834
5344211,14.763,5575.0,4.253,1.16,0.879,0.7942
3965733,16.21,5964.0,4.301,1.222,1.091,0.8416
8611897,15.707,5329.0,3.953,1.644,0.8859999999999999,0.2808
10938141,13.393,5927.0,4.393,1.06,1.013,1.197
8943248,41.02,5322.0,4.05,1.503,0.9229999999999999,0.3834
8154444,24.09,5484.0,4.368,1.002,0.855,1.196
6976550,15.615,5831.0,3.75,2.525,1.307,0.1144
2557302,14.968,5957.0,4.335,1.099,0.953,1.012
3641849,17.157,5786.0,4.339,0.984,0.7709999999999999,1.139
4069222,18.317,5741.0,4.394,1.026,0.953,1.242
5734046,20.04,5530.0,4.263,1.179,0.927,0.7976
7440048,13.892,6004.0,4.35,1.043,0.888,1.102
11134820,13.938,5610.0,4.336,1.048,0.868,1.063
8461005,0.0,5254.0,3.638,2.56,1.037,0.08712
10091083,10.819,5372.0,3.783,2.385,1.2570000000000001,0.1306
10977652,16.028,5338.0,3.736,2.488,1.229,0.1124
2693925,16.032,5846.0,4.35,1.079,0.951,1.067
9094773,10.287,6040.0,4.246,1.257,1.014,0.7191
8086432,18.143,5722.0,3.917,1.948,1.143,0.2177
