,KIC,Teff,logg,Mass,Period
613,8217331,4284,4.7,0.6565,26.941999999999997
614,8217439,4298,4.53,0.6622,41.339
615,8219663,4357,4.62,0.686,65.946
616,8223532,4182,4.65,0.6154,37.868
617,8223666,4057,4.54,0.5654,36.959
618,8233795,3673,4.79,0.4171,27.927
619,8233951,3220,5.1,0.2606,1.0
620,8240872,3937,4.71,0.518,1.0
621,8243999,4330,4.54,0.6751,35.013000000000005
622,8255357,4163,4.54,0.6078,29.575
623,8255523,3901,4.72,0.504,1.0
624,8256511,3737,4.77,0.441,1.0
625,8257447,4319,4.49,0.6706,34.661
626,8258140,3824,4.74,0.4742,1.0
627,8262669,4153,4.7,0.6038,37.042
628,8278444,3602,4.98,0.3909,50.538000000000004
629,8280599,3943,4.7,0.5204,18.413
630,8280661,4275,4.57,0.6529,31.121
631,8282842,4390,4.67,0.6993,32.56
632,8284179,4200,4.57,0.6227,41.128
633,8288632,4100,4.58,0.5826,33.431
634,8295380,3923,4.71,0.5125,37.996
635,8295628,4290,4.5,0.6589,30.075
636,8297629,3529,4.88,0.3646,65.741
637,8299093,3418,4.96,0.3258,1.0
638,8301873,4403,4.58,0.7046,25.31
639,8315742,4359,4.41,0.6868,23.296
640,8323466,4153,4.41,0.6038,42.956
641,8323645,3972,4.71,0.5318,45.503
642,8324313,4258,4.51,0.646,49.378
643,8331053,4390,4.56,0.6993,15.665
644,8344026,4107,4.55,0.5854,36.547
645,8344628,4155,4.57,0.6046,35.299
646,8346507,4146,4.4,0.601,0.7659999999999999
647,8352528,3917,4.5,0.5102,2.7689999999999997
648,8362005,3417,4.91,0.3254,1.0
649,8364232,4202,4.62,0.6235,36.510999999999996
650,8370394,3315,4.99,0.2912,1.0
651,8377909,3451,5.03,0.3372,60.781000000000006
652,8378913,3887,4.74,0.4985,39.396
653,8387903,3546,4.87,0.3707,1.0
654,8391995,4114,4.55,0.5882,38.477
655,8393988,3265,5.05,0.2749,1.0
656,8397068,4340,4.54,0.6791,36.647
657,8397325,3537,4.92,0.3675,42.676
658,8398332,4308,4.71,0.6662,47.229
659,8408884,4325,4.56,0.6731,45.941
660,8409260,3923,4.71,0.5125,23.105
661,8413784,4294,4.63,0.6605,46.742
662,8416796,3919,4.76,0.511,44.251999999999995
663,8426468,3796,4.75,0.4634,1.0
664,8428104,3928,4.72,0.5145,43.147
665,8432503,4250,4.63,0.6428,44.004
666,8442169,4216,4.48,0.6291,5.425
667,8443353,4192,4.67,0.6194,20.5
668,8444346,4206,4.62,0.6251,41.705
669,8444351,4321,4.59,0.6714,34.933
670,8454132,4326,4.4,0.6735,32.459
671,8455095,3871,4.72,0.4923,39.346
672,8475649,4260,4.49,0.6468,15.022
673,8476268,4331,4.58,0.6755,32.847
674,8488816,4089,4.29,0.5782,44.257
675,8489251,3851,4.73,0.4846,1.0
676,8489264,3297,5.01,0.2853,1.0
677,8495043,3928,4.71,0.5145,43.223
678,8495892,4385,4.57,0.6973,46.354
679,8499316,4304,4.51,0.6646,39.412
680,8509099,4289,4.66,0.6585,45.665
681,8518182,4350,4.58,0.6832,50.905
682,8526387,4358,4.55,0.6864,51.809
683,8526781,3978,4.42,0.5341,40.81
684,8538985,4271,4.59,0.6513,41.45
685,8548410,3704,4.81,0.4286,1.0
686,8558246,4300,4.5,0.663,32.357
687,8561100,3768,4.78,0.4528,47.192
688,8564323,3745,4.81,0.444,1.0
689,8584844,3523,4.85,0.3625,1.0
690,8604258,4191,4.58,0.619,43.994
691,8607535,3347,4.97,0.3018,50.195
692,8607877,4395,4.7,0.7013,40.265
693,8619216,3782,4.8,0.4581,1.0
694,8621789,4348,4.7,0.6823,29.733
695,8624834,4326,4.63,0.6735,32.514
696,8625200,4213,4.58,0.6279,31.99
697,8629746,4347,4.71,0.6819,31.175
698,8643682,4091,4.51,0.579,37.506
699,8648508,4153,4.39,0.6038,35.264
700,8655334,3299,5.02,0.2859,1.0
701,8674074,4103,4.52,0.5838,47.661
702,8676609,4089,4.62,0.5782,40.346
703,8683640,3684,4.82,0.4211,1.0
704,8695262,3992,4.69,0.5397,19.590999999999998
705,8712146,3493,5.17,0.3518,24.183000000000003
706,8712875,3938,4.72,0.5184,43.531000000000006
707,8714580,3705,4.89,0.429,36.3
708,8736372,4352,4.52,0.684,37.506
709,8747571,4224,4.6,0.6323,46.19
710,8748150,3842,4.76,0.4811,1.0
711,8754034,3785,4.78,0.4592,20.811999999999998
712,8771391,3445,4.88,0.3351,48.35
713,8771916,4211,4.56,0.6271,41.797
714,8774246,3382,4.93,0.3135,1.0
715,8775132,4216,4.58,0.6291,46.458
716,8776048,4141,4.49,0.599,40.983000000000004
717,8777185,4270,4.52,0.6509,43.636
718,8781683,3417,4.96,0.3254,1.0
719,8803071,3594,4.86,0.388,1.0
720,8811972,3678,4.83,0.4189,65.178
721,8815598,3344,4.98,0.3008,1.0
722,8822697,4080,4.49,0.5746,38.528
723,8823360,3348,4.97,0.3021,1.0
724,8827784,4159,4.61,0.6062,18.969
725,8839656,3439,5.0,0.333,1.0
726,8839664,4209,4.49,0.6263,37.069
727,8845466,3993,4.42,0.5401,43.425
728,8866754,4101,4.57,0.583,39.843
729,8871919,4181,4.59,0.615,46.283
730,8872640,4261,4.45,0.6472,32.173
731,8872641,4191,4.6,0.619,17.302
732,8883172,4263,4.64,0.648,40.696
733,8885424,4396,4.32,0.7017,26.758000000000003
734,8892198,4137,4.57,0.5974,53.669
735,8909876,3512,4.85,0.3586,53.12
736,8914727,3376,5.05,0.3115,1.0
737,8938545,4301,4.7,0.6634,46.055
738,8946580,4308,4.7,0.6662,46.967
739,8946760,4107,4.63,0.5854,45.556999999999995
740,8956118,4351,4.59,0.6836,0.39799999999999996
741,8963064,4352,4.69,0.684,39.452
742,8972302,4326,4.58,0.6735,43.751000000000005
743,9009213,3376,4.93,0.3115,1.0
744,9012232,4263,4.8,0.648,34.399
745,9019254,4341,4.59,0.6795,27.403000000000002
746,9020218,4077,4.54,0.5734,42.023
747,9025169,3936,4.69,0.5176,1.0
748,9025435,4233,4.57,0.6359,0.39799999999999996
749,9048454,4367,4.45,0.69,32.193000000000005
750,9053221,4285,4.5,0.6569,48.765
751,9054537,3659,4.85,0.4119,26.605999999999998
752,9070776,4356,4.52,0.6856,11.035
753,9071188,4230,4.67,0.6347,45.475
754,9071421,3956,4.72,0.5255,28.453000000000003
755,9072526,4298,4.86,0.6622,41.041000000000004
756,9073370,4209,4.58,0.6263,17.347
757,9074629,3894,4.73,0.5012,1.0
758,9074711,4379,4.68,0.6949,44.464
759,9076686,4275,4.5,0.6529,45.373000000000005
760,9077513,4322,4.7,0.6718,53.097
761,9080014,4292,4.62,0.6597,53.177
762,9080444,3997,4.7,0.5416,1.0
763,9080851,3962,4.68,0.5278,1.0
764,9084383,4085,4.53,0.5766,42.736000000000004
765,9086094,4259,4.59,0.6464,33.556999999999995
766,9091446,4131,4.54,0.595,0.664
767,9091853,4238,4.41,0.638,0.664
768,9093214,4389,4.65,0.6989,47.498000000000005
769,9094553,4180,4.53,0.6146,36.014
770,9099811,3960,4.68,0.5271,2.8480000000000003
771,9107723,3412,4.97,0.3237,34.347
772,9119391,3875,4.76,0.4939,28.601999999999997
773,9137795,3957,4.73,0.5259,1.0
774,9138133,4127,4.56,0.5934,43.037
775,9146198,4313,4.61,0.6682,34.431999999999995
776,9146282,4274,4.61,0.6525,32.704
777,9153593,3208,5.12,0.2569,1.0
778,9157408,4312,4.59,0.6678,29.453000000000003
779,9159060,3608,4.93,0.3931,1.0
780,9160150,4273,4.65,0.6521,39.304
781,9162552,4077,4.53,0.5734,45.126000000000005
782,9171585,4361,4.55,0.6876,46.92
783,9178867,3442,4.88,0.334,47.699
784,9202076,3850,4.73,0.4842,1.0
785,9204103,4285,4.59,0.6569,29.038
786,9204748,3909,4.73,0.5071,41.898
787,9220811,3917,4.74,0.5102,47.089
788,9222296,3223,5.09,0.2616,1.0
789,9222792,4157,4.48,0.6054,38.489000000000004
790,9227927,4297,4.65,0.6618,43.083999999999996
791,9237047,4165,4.52,0.6086,37.723
792,9266218,4393,4.51,0.7005,32.193000000000005
793,9268481,3199,5.17,0.2541,1.556
794,9270182,3369,4.94,0.3091,1.0
795,9271709,4371,4.63,0.6916,46.032
796,9273247,4298,4.55,0.6622,17.672
797,9274516,4276,4.54,0.6533,31.396
798,9279005,4364,4.84,0.6888,65.643
799,9289894,4371,4.55,0.6916,37.005
800,9304295,4070,4.55,0.5706,46.442
801,9306035,3866,4.75,0.4904,23.4
802,9326466,3777,4.8,0.4562,65.429
803,9326586,3948,4.71,0.5223,63.6
804,9326777,4160,4.63,0.6066,30.701
805,9326798,4345,4.71,0.6811,39.468
806,9330175,4218,4.58,0.6299,29.241
807,9330545,3539,4.88,0.3682,1.0
808,9334204,4319,4.72,0.6706,27.78
809,9345555,4313,4.68,0.6682,43.943000000000005
810,9346063,3277,5.03,0.2788,46.865
811,9352119,4167,4.48,0.6094,33.242
812,9353679,4268,4.5,0.65,41.797
813,9388687,4347,4.43,0.6819,38.344
814,9388780,3701,4.81,0.4275,1.0
815,9395973,4303,4.66,0.6642,39.419000000000004
816,9396304,4352,4.52,0.684,50.236000000000004
817,9397687,4025,4.55,0.5527,38.111
818,9410787,3993,4.7,0.5401,42.593999999999994
819,9412931,3920,4.71,0.5114,1.0
820,9429440,4398,4.58,0.7025,43.146
821,9450804,3734,4.81,0.4399,68.155
822,9456655,4105,4.6,0.5846,45.88399999999999
823,9457083,4282,4.36,0.6557,50.306999999999995
824,9463060,3656,4.83,0.4108,1.0
825,9475513,3855,4.79,0.4861,1.0
826,9511989,4228,4.68,0.6339,18.315
827,9512360,3790,4.75,0.4611,1.0
828,9530886,3794,4.74,0.4627,1.0
829,9535784,4323,4.57,0.6722,25.859
830,9539792,4215,4.65,0.6287,49.398
831,9569580,4113,4.44,0.5878,29.004
832,9575361,4119,4.58,0.5902,41.981
833,9575484,4268,4.66,0.65,43.083999999999996
834,9579672,3591,4.8,0.3869,1.0
835,9580721,3709,4.83,0.4305,1.0
836,9580814,4316,4.46,0.6694,38.394
837,9582157,3930,4.49,0.5153,25.794
838,9582653,4107,4.59,0.5854,40.203
839,9582827,3275,5.09,0.2782,62.476000000000006
840,9583019,4122,4.56,0.5914,17.583
841,9589153,4309,4.63,0.6666,47.845
842,9593950,4069,4.43,0.5702,47.913999999999994
843,9595239,3921,4.72,0.5118,38.178000000000004
844,9596434,3897,4.78,0.5024,30.548000000000002
845,9598425,4353,4.57,0.6844,41.653999999999996
846,9606004,3760,4.92,0.4497,55.835
847,9612252,3888,4.72,0.4989,1.0
848,9631548,3366,4.96,0.3081,12.597000000000001
849,9636614,3827,4.75,0.4753,23.250999999999998
850,9639269,4120,4.57,0.5906,40.43
851,9642890,3207,5.12,0.2566,1.0
852,9644345,3993,4.74,0.5401,1.0
853,9652284,3901,4.73,0.504,59.39
854,9652694,3913,4.74,0.5086,38.277
855,9654183,4194,4.53,0.6202,42.217
856,9655904,3948,4.7,0.5223,1.0
857,9656310,4359,4.52,0.6868,30.559
858,9666798,3885,4.78,0.4977,1.0
859,9691491,4096,4.57,0.581,21.261
860,9697491,4179,4.61,0.6142,46.206
861,9706273,4236,4.39,0.6371,60.535
862,9710998,4245,4.55,0.6408,42.778
863,9712276,4233,4.65,0.6359,46.722
864,9716698,4354,4.64,0.6848,49.563
865,9760292,3642,4.82,0.4056,46.211999999999996
866,9761454,4263,4.6,0.648,35.143
867,9764341,3849,4.73,0.4838,41.225
868,9771920,4066,4.5,0.569,32.204
869,9772829,3244,5.07,0.2682,66.973
870,9773543,4401,4.63,0.7038,48.333
871,9788227,3643,4.82,0.4059,1.0
872,9791400,3415,4.91,0.3247,1.0
873,9812023,3921,4.71,0.5118,12.822000000000001
874,9812486,4144,4.75,0.6002,43.419
875,9813653,4361,4.61,0.6876,40.771
876,9813931,4303,4.54,0.6642,39.681
877,9813932,4302,4.58,0.6638,46.931000000000004
878,9814964,4315,4.58,0.669,39.905
879,9818247,4339,4.46,0.6787,39.284
880,9825492,3806,4.77,0.4673,18.993
881,9826728,3416,4.96,0.3251,1.0
882,9839007,4323,4.49,0.6722,47.17100000000001
883,9875036,4268,4.59,0.65,57.163000000000004
884,9875237,4059,4.51,0.5662,66.639
885,9899765,3557,4.86,0.3746,46.871
886,9906608,3999,4.39,0.5424,1.379
887,9933877,4218,4.54,0.6299,46.433
888,9941715,4403,4.57,0.7046,42.369
889,9942557,4363,4.67,0.6884,32.785
890,9945137,4186,4.61,0.617,39.508
891,9946427,3790,4.77,0.4611,40.387
892,9964637,3826,4.72,0.4749,41.448
893,9965841,4177,4.72,0.6134,37.955999999999996
894,9966357,4217,4.58,0.6295,9.637
895,9992786,3279,5.03,0.2794,1.0
896,9994100,3860,4.73,0.488,1.0
897,10001154,4336,4.6,0.6775,1.42
898,10002672,4336,4.52,0.6775,32.796
899,10003298,4313,4.4,0.6682,35.725
900,10004407,3295,5.07,0.2846,42.042
901,10011138,4114,4.44,0.5882,42.839
902,10020062,4394,4.64,0.7009,41.95399999999999
903,10024150,4352,4.66,0.684,31.616999999999997
904,10027490,4352,4.58,0.684,38.9
905,10033471,4082,4.53,0.5754,38.916
906,10055757,3997,4.69,0.5416,24.006999999999998
907,10058021,4286,4.52,0.6573,21.635
908,10063466,3303,5.06,0.2872,34.869
909,10066947,4102,4.54,0.5834,42.185
910,10082519,4362,4.65,0.688,29.741
911,10082611,3790,4.76,0.4611,26.255
912,10089105,4307,4.53,0.6658,46.535
913,10093761,4141,4.63,0.599,42.123999999999995
914,10099182,4164,4.59,0.6082,48.376999999999995
915,10120920,3596,4.87,0.3887,1.0
916,10124585,3636,4.79,0.4034,45.044
917,10132806,4351,4.37,0.6836,42.655
918,10133266,4259,4.64,0.6464,45.18899999999999
919,10134582,4060,4.56,0.5666,33.209
920,10135473,4310,4.65,0.667,35.601
921,10153110,4261,4.67,0.6472,39.309
922,10186714,4285,4.54,0.6569,37.935
923,10186731,4205,4.55,0.6247,44.623000000000005
924,10186824,3270,5.04,0.2765,1.0
925,10188812,4312,4.49,0.6678,51.299
926,10190314,3944,4.71,0.5208,45.291000000000004
927,10196003,4159,4.64,0.6062,69.193
928,10200187,3613,4.79,0.3949,1.0
929,10200508,4249,4.57,0.6424,29.879
930,10208465,4071,4.53,0.571,41.35
931,10209036,3327,4.98,0.2951,1.0
932,10213790,4343,4.59,0.6803,68.93
933,10214956,3982,4.72,0.5357,63.93
934,10264402,4262,4.63,0.6476,39.427
935,10266687,4092,4.39,0.5794,35.769
936,10269397,3344,5.03,0.3008,31.978
937,10274090,3279,5.03,0.2794,61.549
938,10285285,4226,4.5,0.6331,38.119
939,10317996,3698,4.79,0.4264,1.0
940,10320483,3677,4.83,0.4185,1.0
941,10320737,4393,4.61,0.7005,21.588
942,10322287,3849,4.5,0.4838,0.319
943,10322878,3197,5.19,0.2534,1.0
944,10324736,4374,4.64,0.6928,44.883
945,10332839,3644,4.82,0.4063,34.66
946,10337885,4337,4.67,0.6779,44.799
947,10340598,3677,4.8,0.4185,35.442
948,10341811,4401,4.49,0.7038,54.388999999999996
949,10350276,3919,4.74,0.511,1.0
950,10382415,4012,4.69,0.5476,44.238
951,10382952,3836,4.79,0.4788,21.22
952,10383671,4323,4.58,0.6722,19.086
953,10388730,4226,4.59,0.6331,46.373999999999995
954,10394194,4362,4.68,0.688,51.053000000000004
955,10396501,3231,5.08,0.2641,1.0
956,10403732,4104,4.56,0.5842,38.609
957,10404115,3361,4.95,0.3064,1.0
958,10404193,3890,4.73,0.4997,40.81
959,10427630,3764,4.77,0.4512,39.621
960,10469125,4368,4.42,0.6904,37.833
961,10470935,3756,4.76,0.4482,1.0
962,10484064,4380,4.61,0.6953,34.993
963,10521966,4085,4.61,0.5766,41.492
964,10525199,3781,4.75,0.4577,43.192
965,10533060,4352,4.46,0.684,37.242
966,10533906,4349,4.58,0.6828,36.75
967,10535848,4170,4.6,0.6106,40.551
968,10538928,4223,4.36,0.6319,41.81399999999999
969,10547954,4392,4.64,0.7001,34.339
970,10548773,4325,4.61,0.6731,46.974
971,10549091,3759,4.77,0.4493,1.0
972,10554775,3975,4.71,0.533,31.221999999999998
973,10591522,3681,4.82,0.42,28.217
974,10598142,3255,5.06,0.2717,1.0
975,10599274,3202,5.14,0.255,1.0
976,10599542,4254,4.54,0.6444,40.732
977,10599933,4214,4.65,0.6283,43.983000000000004
978,10600817,3700,4.86,0.4271,1.0
979,10603915,4085,4.6,0.5766,21.281999999999996
980,10644834,3841,4.79,0.4807,21.441999999999997
981,10649444,3725,4.78,0.4365,1.0
982,10651453,3967,4.69,0.5298,1.0
983,10658790,4291,4.56,0.6593,39.141
984,10665403,4190,4.64,0.6186,45.855
985,10675614,4299,4.56,0.6626,9.43
986,10685148,3545,4.88,0.3703,5.2
987,10712410,4322,4.69,0.6718,48.376999999999995
988,10713276,3671,4.8,0.4163,45.352
989,10716533,4192,4.58,0.6194,42.063
990,10716694,3400,4.91,0.3196,50.461000000000006
991,10717575,3768,4.79,0.4528,39.181999999999995
992,10718859,3511,4.85,0.3582,1.0
993,10727197,4300,4.66,0.663,35.381
994,10728438,3595,4.85,0.3884,26.084
995,10729852,4301,4.57,0.6634,12.618
996,10747162,4116,4.49,0.589,39.784
997,10778760,4145,4.55,0.6006,19.913
998,10779880,4244,4.48,0.6404,29.543000000000003
999,10784717,3880,4.79,0.4958,17.445999999999998
1000,10789884,3742,4.86,0.4429,22.896
1001,10790587,4400,4.44,0.7033,42.318000000000005
1002,10796844,3731,4.87,0.4388,1.0
1003,10811659,4157,4.43,0.6054,43.023
1004,10841385,4323,4.62,0.6722,48.47
1005,10842489,4100,4.59,0.5826,15.739
1006,10847449,4051,4.47,0.563,38.602
1007,10847658,3905,4.73,0.5055,42.13399999999999
1008,10848995,4286,4.6,0.6573,29.153000000000002
1009,10860629,4254,4.56,0.6444,48.192
1010,10862126,4283,4.48,0.6561,44.515
1011,10866083,3970,4.5,0.531,29.866
1012,10873011,3590,4.79,0.3866,66.26100000000001
1013,10905320,3968,4.7,0.5302,1.0
1014,10910705,4313,4.51,0.6682,43.288999999999994
1015,10917372,4148,4.49,0.6018,39.12
1016,10919711,3915,4.73,0.5094,52.849
1017,10921076,3481,4.86,0.3476,1.0
1018,10921674,4348,4.57,0.6823,40.149
1019,10932417,3247,5.07,0.2692,1.0
1020,10936170,3795,4.75,0.463,13.014000000000001
1021,10937914,4252,4.65,0.6436,33.44
1022,10960422,3793,4.78,0.4623,1.0
1023,10972148,4204,4.58,0.6243,49.711999999999996
1024,10974141,4089,4.52,0.5782,31.965
1025,10974590,4337,4.59,0.6779,37.062
1026,11014761,4342,4.55,0.6799,44.663000000000004
1027,11018253,4266,4.6,0.6492,46.148999999999994
1028,11033251,3790,4.75,0.4611,42.011
1029,11044576,3995,4.7,0.5408,38.303000000000004
1030,11044731,3783,4.78,0.4585,31.77
1031,11072464,4291,4.64,0.6593,40.711
1032,11073830,4353,4.61,0.6844,34.523
1033,11074732,4384,4.73,0.6969,46.762
1034,11075917,3723,4.79,0.4357,39.441
1035,11081113,4152,4.63,0.6034,43.73
1036,11081404,3676,4.81,0.4182,62.006
1037,11122711,3682,4.9,0.4204,33.787
1038,11127129,3866,4.73,0.4904,37.859
1039,11128024,4029,4.55,0.5543,37.891
1040,11129139,4224,4.4,0.6323,39.229
1041,11141462,4090,4.75,0.5786,40.561
1042,11182239,4395,4.79,0.7013,49.981
1043,11198379,3818,4.78,0.4719,1.0
1044,11198525,3910,4.74,0.5075,20.916
1045,11228933,4218,4.53,0.6299,52.483999999999995
1046,11231362,4252,4.52,0.6436,47.331
1047,11233494,4262,4.68,0.6476,35.667
1048,11236067,4205,4.57,0.6247,43.595
1049,11242083,4227,4.84,0.6335,33.603
1050,11242816,4199,4.65,0.6223,41.123000000000005
1051,11249684,4297,4.51,0.6618,42.56100000000001
1052,11253716,3914,4.71,0.509,52.708999999999996
1053,11284834,4402,4.72,0.7042,37.685
1054,11288659,3605,4.93,0.392,37.73
1055,11290226,4286,4.56,0.6573,27.294
1056,11293747,4214,4.57,0.6283,20.436
1057,11338121,4347,4.58,0.6819,42.676
1058,11339795,3366,4.94,0.3081,1.0
1059,11349665,4289,4.78,0.6585,35.75
1060,11359630,3945,4.72,0.5212,1.0
1061,11401296,4250,4.59,0.6428,22.381
1062,11411041,4304,4.59,0.6646,29.814
1063,11416320,4021,4.47,0.5511,44.114
1064,11442458,3232,5.23,0.2644,1.0
1065,11454155,4215,4.47,0.6287,42.818999999999996
1066,11456603,3237,5.17,0.266,1.0
1067,11462900,3293,5.01,0.284,64.048
1068,11462967,4386,4.58,0.6977,32.080999999999996
1069,11495591,3405,4.91,0.3213,1.0
1070,11511815,4348,4.63,0.6823,29.965999999999998
1071,11514272,3660,4.84,0.4122,1.0
1072,11515931,3794,4.73,0.4627,42.757
1073,11519779,3898,4.73,0.5028,31.131
1074,11546374,3500,4.99,0.3543,66.072
1075,11546482,4341,4.51,0.6795,2.197
1076,11546788,4317,4.85,0.6698,50.562
1077,11550910,3680,4.82,0.4197,36.974000000000004
1078,11550958,4304,4.5,0.6646,56.097
1079,11551500,3729,4.78,0.438,40.393
1080,11553627,4219,4.42,0.6303,19.18
1081,11560457,4192,4.48,0.6194,40.653
1082,11563741,4020,4.55,0.5507,37.93
1083,11565434,4079,4.55,0.5742,35.544000000000004
1084,11566030,4147,4.53,0.6014,31.889
1085,11568545,3886,4.73,0.4981,45.89
1086,11569616,4099,4.61,0.5822,30.592
1087,11572960,4375,4.67,0.6933,33.44
1088,11598787,4280,4.67,0.6549,39.301
1089,11600744,3572,4.88,0.38,1.0
1090,11602515,3321,5.05,0.2932,1.0
1091,11602988,4219,4.54,0.6303,66.87899999999999
1092,11606361,3620,4.79,0.3975,1.0
1093,11606633,4297,4.51,0.6618,47.211999999999996
1094,11616071,4200,4.48,0.6227,25.225
1095,11617074,3831,4.74,0.4769,1.0
1096,11669352,3692,4.86,0.4241,1.0
1097,11671360,4396,4.65,0.7017,46.043
1098,11672101,4381,4.62,0.6957,43.288999999999994
1099,11673664,3790,4.75,0.4611,1.0
1100,11673819,4170,4.31,0.6106,42.266999999999996
1101,11708484,3359,4.97,0.3058,1.0
1102,11710175,4323,4.68,0.6722,61.165
1103,11713042,3703,4.83,0.4282,24.276999999999997
1104,11751991,3291,5.08,0.2833,37.479
1105,11772602,4340,4.6,0.6791,44.284
1106,11803574,4361,4.53,0.6876,46.516999999999996
1107,11808323,4227,4.55,0.6335,43.933
1108,11809760,3979,4.71,0.5345,1.0
1109,11810501,3873,4.73,0.4931,14.15
1110,11810628,4166,4.54,0.609,60.269
1111,11810753,3444,4.94,0.3347,48.744
1112,11811982,4222,4.57,0.6315,47.137
1113,11816975,4165,4.51,0.6086,36.389
1114,11820505,3587,4.89,0.3855,25.101
1115,11820708,3496,4.84,0.3529,1.0
1116,11822632,4360,4.46,0.6872,42.342
1117,11822902,3910,4.7,0.5075,20.873
1118,11826256,4236,4.73,0.6371,32.724000000000004
1119,11853404,3936,4.73,0.5176,1.0
1120,11857922,4387,4.4,0.6981,69.982
1121,11869791,3866,4.72,0.4904,39.713
1122,11875358,4116,4.57,0.589,30.211
1123,11905369,4021,4.52,0.5511,46.534
1124,11905729,4112,4.53,0.5874,29.756999999999998
1125,11905765,3979,4.69,0.5345,40.959
1126,11917796,4362,4.56,0.688,45.37
1127,11920739,4287,4.53,0.6577,36.038000000000004
1128,11958143,4293,4.64,0.6601,45.726000000000006
1129,11960971,3578,4.81,0.3822,46.505
1130,11961033,4362,4.66,0.688,42.905
1131,11961297,3300,5.01,0.2863,1.0
1132,11972301,4343,4.61,0.6803,0.276
1133,11973236,3956,4.72,0.5255,1.0
1134,12003895,3304,5.06,0.2876,47.227
1135,12003924,4203,4.74,0.6239,31.316
1136,12006463,3361,4.95,0.3064,49.726000000000006
1137,12007066,3504,4.89,0.3557,43.755
1138,12010023,4396,4.64,0.7017,42.88399999999999
1139,12011635,3730,4.8,0.4384,54.463
1140,12012873,3479,4.91,0.3469,1.0
1141,12021442,4183,4.57,0.6158,36.306999999999995
1142,12021900,4346,4.61,0.6815,46.33
1143,12022669,4304,4.59,0.6646,29.503
1144,12023663,4292,4.62,0.6597,42.611000000000004
1145,12052739,4114,4.55,0.5882,39.325
1146,12058474,4199,4.57,0.6223,48.273999999999994
1147,12061057,3936,4.7,0.5176,41.766000000000005
1148,12061376,4253,4.61,0.644,38.691
1149,12070182,4309,4.63,0.6666,38.916
1150,12070350,4306,4.66,0.6654,38.507
1151,12071521,3932,4.44,0.5161,2.85
1152,12111492,3814,4.73,0.4703,11.152000000000001
1153,12116009,3674,4.78,0.4174,55.692
1154,12121403,3684,4.82,0.4211,1.0
1155,12154913,3526,4.9,0.3635,36.546
1156,12155015,3825,4.52,0.4745,4.587
1157,12156268,4267,4.42,0.6496,47.39
1158,12156938,4271,4.58,0.6513,46.373999999999995
1159,12203593,4366,4.55,0.6896,44.964
1160,12204700,3858,4.74,0.4873,40.384
1161,12205950,4383,4.47,0.6965,31.662
1162,12208085,4314,4.66,0.6686,47.119
1163,12208128,3882,4.74,0.4966,62.333
1164,12209057,4138,4.54,0.5978,40.486999999999995
1165,12218539,3856,4.72,0.4865,1.0
1166,12251446,3405,4.91,0.3213,67.569
1167,12251483,3355,5.01,0.3044,52.95399999999999
1168,12252040,3619,4.89,0.3971,1.0
1169,12256932,4218,4.57,0.6299,46.354
1170,12257256,3658,4.86,0.4115,28.27
1171,12257328,4073,4.48,0.5718,17.723
1172,12257613,4087,4.43,0.5774,57.15
1173,12257782,4056,4.62,0.565,38.779
1174,12265678,4174,4.89,0.6122,40.611999999999995
1175,12305237,3296,5.01,0.285,1.0
1176,12306797,3850,4.72,0.4842,37.853
1177,12314163,3612,4.87,0.3946,44.923
1178,12315367,3931,4.73,0.5157,21.918000000000003
1179,12349867,4313,4.7,0.6682,42.88
1180,12350793,4228,4.59,0.6339,44.411
1181,12366450,3360,4.96,0.3061,69.03399999999999
1182,12401090,4358,4.54,0.6864,35.891999999999996
1183,12402205,4153,4.52,0.6038,35.885999999999996
1184,12402921,4315,4.72,0.669,36.157
