,KIC,Period,teff_x,logg_x,radius_x,mass_x,dens_x,teff_y,logg_y,radius_y,mass_y,dens_y
237,7339348,2.11,5827.0,4.247,1.126,0.816,0.8047,5827,4.247,1.126,0.816,0.8047
238,10779917,0.0,5209.0,4.322,1.082,0.8959999999999999,0.9966,5209,4.322,1.082,0.8959999999999999,0.9966
239,4731961,12.052,6022.0,4.349,1.064,0.923,1.079,6022,4.349,1.064,0.9229999999999999,1.079
240,5340535,20.971999999999998,5952.0,3.694,2.838,1.452,0.08947000000000001,5952,3.694,2.838,1.452,0.08947000000000001
241,8473971,28.08,5763.0,4.381,0.929,0.757,1.33,5763,4.381,0.929,0.757,1.33
242,7008719,17.773,5870.0,4.376,1.104,1.055,1.105,5870,4.376,1.104,1.055,1.105
243,8054838,14.583,5383.0,4.055,1.482,0.91,0.3939,5383,4.055,1.482,0.91,0.3939
244,8189674,18.753,5583.0,3.633,3.049,1.457,0.07241,5583,3.633,3.049,1.4569999999999999,0.07241
245,11807529,16.186,5926.0,4.3660000000000005,1.147,1.114,1.04,5926,4.3660000000000005,1.147,1.114,1.04
246,12011535,25.094,5427.0,3.656,3.05,1.539,0.0764,5427,3.656,3.05,1.5390000000000001,0.0764
247,11672461,13.706,5766.0,4.363,1.068,0.96,1.109,5766,4.363,1.068,0.96,1.109
248,7523145,9.131,5955.0,3.989,1.7409999999999999,1.078,0.2875,5955,3.989,1.741,1.078,0.2875
249,5450893,10.388,6046.0,4.158,1.396,1.024,0.5302,6046,4.158,1.396,1.024,0.5302
250,4248221,13.902000000000001,5452.0,3.679,2.633,1.206,0.09307,5452,3.679,2.633,1.206,0.09307
251,9715739,48.001999999999995,5952.0,4.282,1.1079999999999999,0.857,0.8873,5952,4.282,1.108,0.857,0.8873
252,6128841,20.3,5892.0,4.1419999999999995,1.37,0.95,0.5205,5892,4.142,1.37,0.95,0.5205
253,9409185,9.495,5650.0,4.098,1.361,0.846,0.4727,5650,4.098,1.361,0.846,0.4727
254,6627158,16.723,5566.0,4.3660000000000005,0.993,0.8340000000000001,1.202,5566,4.3660000000000005,0.993,0.8340000000000001,1.202
255,5343741,12.164000000000001,5741.0,4.348,1.0979999999999999,0.979,1.043,5741,4.348,1.098,0.9790000000000001,1.043
256,9945576,29.932,5892.0,4.382,1.038,0.947,1.193,5892,4.382,1.038,0.9470000000000001,1.193
257,4916520,16.058,5952.0,4.135,1.3530000000000002,0.91,0.5179,5952,4.135,1.3530000000000002,0.91,0.5179
258,6755706,23.261,5931.0,3.957,1.7169999999999999,0.974,0.2709,5931,3.957,1.717,0.9740000000000001,0.2709
259,1868676,31.403000000000002,5770.0,4.072,1.548,1.032,0.3915,5770,4.072,1.548,1.032,0.3915
260,11519516,16.465,5959.0,4.0889999999999995,1.6019999999999999,1.149,0.3936,5959,4.089,1.602,1.149,0.3936
261,9242465,15.741,5857.0,3.764,2.497,1.3219999999999998,0.1195,5857,3.764,2.497,1.3219999999999998,0.1195
262,4047918,0.0,5919.0,4.346,0.966,0.754,1.179,5919,4.346,0.966,0.754,1.179
263,2285621,20.163,5582.0,4.3260000000000005,1.1179999999999999,0.965,0.9727,5582,4.3260000000000005,1.118,0.965,0.9727
264,8813698,12.279000000000002,5803.0,4.227,1.249,0.961,0.6939,5803,4.227,1.249,0.961,0.6939
265,9964492,11.982000000000001,5861.0,4.398,1.12,1.146,1.149,5861,4.398,1.12,1.146,1.149
266,8581574,45.163999999999994,5613.0,3.846,2.246,1.29,0.1604,5613,3.846,2.246,1.29,0.1604
267,8126029,11.622,5854.0,4.05,1.475,0.889,0.3908,5854,4.05,1.475,0.889,0.3908
268,10615440,9.521,6018.0,4.327,1.212,1.142,0.9024,6018,4.327,1.212,1.1420000000000001,0.9024
269,5003566,21.613000000000003,5808.0,4.3839999999999995,1.036,0.947,1.2009999999999998,5808,4.384,1.036,0.9470000000000001,1.2009999999999998
270,3837456,18.09,5746.0,3.842,1.999,1.015,0.1788,5746,3.842,1.999,1.015,0.1788
271,6392768,12.161,5899.0,4.127,1.348,0.888,0.5101,5899,4.127,1.348,0.888,0.5101
272,10355387,20.819000000000003,5548.0,4.3389999999999995,1.022,0.833,1.099,5548,4.339,1.022,0.833,1.099
273,6211942,12.687000000000001,5515.0,4.388999999999999,0.95,0.807,1.3259999999999998,5515,4.3889999999999985,0.95,0.807,1.3259999999999998
274,7037723,12.622,5962.0,4.034,1.71,1.153,0.3249,5962,4.034,1.71,1.153,0.3249
275,7848790,9.324,5908.0,3.983,1.682,0.991,0.2934,5908,3.983,1.682,0.991,0.2934
276,8330754,0.0,5582.0,4.348,1.074,0.936,1.0659999999999998,5582,4.348,1.074,0.9359999999999999,1.0659999999999998
277,11013409,0.0,5758.0,4.066,1.633,1.132,0.3663,5758,4.066,1.633,1.1320000000000001,0.3663
278,9333180,0.0,5861.0,4.306,1.075,0.8540000000000001,0.9670000000000001,5861,4.306,1.075,0.8540000000000001,0.967
279,9118981,1.495,6040.0,3.947,1.791,1.037,0.2542,6040,3.947,1.791,1.037,0.2542
280,8289534,11.97,5929.0,4.308,1.214,1.093,0.8609,5929,4.308,1.214,1.093,0.8609
281,9366989,12.919,5833.0,4.333,1.192,1.115,0.9275,5833,4.333,1.192,1.115,0.9275
282,2720309,0.413,5614.0,3.7460000000000004,2.5639999999999996,1.336,0.1117,5614,3.746,2.564,1.3359999999999999,0.1117
283,5729890,13.302999999999999,5930.0,4.397,1.052,1.007,1.218,5930,4.397,1.052,1.0070000000000001,1.218
284,9706565,14.743,5931.0,4.301,1.214,1.075,0.8461,5931,4.301,1.214,1.075,0.8461
285,8413815,15.823,5795.0,3.8689999999999998,2.1719999999999997,1.271,0.1747,5795,3.869,2.172,1.271,0.1747
286,8344820,0.0,5997.0,4.3069999999999995,1.065,0.838,0.9771,5997,4.307,1.065,0.838,0.9771
287,6504503,15.046,5516.0,4.138999999999999,1.335,0.895,0.5297,5516,4.1389999999999985,1.335,0.895,0.5297
288,5772558,21.69,5539.0,4.399,0.9640000000000001,0.85,1.339,5539,4.399,0.964,0.85,1.339
289,11410948,19.976,5988.0,4.109,1.419,0.945,0.4661,5988,4.109,1.419,0.945,0.4661
290,6212235,16.249000000000002,5947.0,4.078,1.6030000000000002,1.122,0.384,5947,4.078,1.6030000000000002,1.122,0.384
291,7378181,11.114,6056.0,4.397,1.079,1.054,1.181,6056,4.397,1.079,1.054,1.181
292,7699242,17.075,5497.0,4.372,1.001,0.86,1.208,5497,4.372,1.001,0.86,1.208
293,3853942,13.386,5272.0,3.717,2.066,0.8109999999999999,0.1296,5272,3.717,2.066,0.8109999999999999,0.1296
294,8295304,34.297,5509.0,4.334,1.038,0.848,1.069,5509,4.334,1.038,0.848,1.069
295,5040480,8.322000000000001,5310.0,3.955,1.632,0.877,0.2842,5310,3.955,1.632,0.877,0.2842
296,5438471,13.805,5684.0,4.243,1.2009999999999998,0.921,0.7484,5684,4.243,1.2009999999999998,0.9209999999999999,0.7484
297,5610665,16.512999999999998,6050.0,4.3260000000000005,1.128,0.984,0.9648,6050,4.3260000000000005,1.128,0.9840000000000001,0.9648
298,8039785,12.135,5776.0,4.337,1.0170000000000001,0.818,1.0959999999999999,5776,4.337,1.017,0.818,1.096
299,5476497,20.303,6050.0,3.694,2.693,1.308,0.09431,6050,3.694,2.693,1.308,0.09431
300,4345548,14.804,5552.0,4.115,1.3719999999999999,0.895,0.4883,5552,4.115,1.372,0.895,0.4883
301,9300457,21.156,5873.0,3.847,2.07,1.1,0.1746,5873,3.847,2.07,1.1,0.1746
302,9897010,9.008,5446.0,3.7960000000000003,2.3040000000000003,1.208,0.1391,5446,3.796,2.3040000000000003,1.208,0.1391
303,4663251,15.427,5746.0,3.927,1.9569999999999999,1.18,0.2217,5746,3.927,1.957,1.18,0.2217
304,2997755,0.0,5929.0,4.345,1.0979999999999999,0.974,1.037,5929,4.345,1.098,0.9740000000000001,1.037
305,2854141,21.092,6042.0,4.271,1.2429999999999999,1.05,0.7706,6042,4.271,1.243,1.05,0.7706
306,7515994,17.047,5755.0,4.388,1.016,0.922,1.236,5755,4.388,1.016,0.922,1.236
307,8128665,0.0,6042.0,4.275,1.22,1.023,0.7929,6042,4.275,1.22,1.023,0.7929
308,7820866,15.449000000000002,6025.0,4.39,1.041,0.972,1.212,6025,4.39,1.041,0.972,1.212
309,4048526,15.41,6007.0,3.665,2.5810000000000004,1.123,0.09194,6007,3.665,2.5810000000000004,1.123,0.09194
310,8711555,10.575999999999999,6053.0,4.1160000000000005,1.3769999999999998,0.903,0.48700000000000004,6053,4.1160000000000005,1.3769999999999998,0.903,0.487
311,2582973,21.333000000000002,5685.0,4.2139999999999995,1.27,0.963,0.6629999999999999,5685,4.214,1.27,0.963,0.6629999999999999
312,11725348,14.225,5636.0,4.386,0.956,0.8109999999999999,1.3090000000000002,5636,4.386,0.956,0.8109999999999999,1.3090000000000002
313,7840145,6.314,5778.0,4.087,1.452,0.94,0.4326,5778,4.087,1.452,0.94,0.4326
314,8656361,5.284,6033.0,3.741,2.6489999999999996,1.411,0.1069,6033,3.741,2.649,1.411,0.1069
315,10753401,15.001,5841.0,4.135,1.335,0.888,0.5256,5841,4.135,1.335,0.888,0.5256
316,8885419,19.154,5782.0,4.025,1.666,1.073,0.3269,5782,4.025,1.666,1.073,0.3269
317,8558997,41.358000000000004,5984.0,4.311,1.1,0.902,0.956,5984,4.311,1.1,0.902,0.956
318,9397038,19.741,5753.0,4.194,1.29,0.948,0.6218,5753,4.194,1.29,0.948,0.6218
319,7341020,6.862,5786.0,3.79,2.465,1.366,0.1284,5786,3.79,2.465,1.3659999999999999,0.1284
320,11340197,0.0,5356.0,3.9989999999999997,1.564,0.89,0.3275,5356,3.999,1.564,0.89,0.3275
321,1571088,17.663,5966.0,3.8089999999999997,2.322,1.267,0.1426,5966,3.809,2.322,1.2670000000000001,0.1426
322,7139200,0.0,5432.0,4.283,1.166,0.951,0.8449,5432,4.283,1.166,0.951,0.8449
323,11015239,12.922,5998.0,4.324,1.139,0.998,0.9523,5998,4.324,1.139,0.998,0.9523
324,8983703,0.0,5539.0,3.89,1.84,0.958,0.2167,5539,3.89,1.84,0.958,0.2167
325,2831252,17.34,5371.0,3.806,2.194,1.125,0.1499,5371,3.806,2.194,1.125,0.1499
326,8903821,16.993,5933.0,3.975,1.7690000000000001,1.08,0.2746,5933,3.975,1.769,1.08,0.2746
327,7764984,14.235999999999999,5919.0,3.715,2.419,1.107,0.1102,5919,3.715,2.419,1.107,0.1102
328,7664422,40.836999999999996,5316.0,3.926,1.672,0.86,0.2589,5316,3.926,1.672,0.86,0.2589
329,9452683,0.0,5236.0,3.872,1.7730000000000001,0.8540000000000001,0.2158,5236,3.872,1.773,0.8540000000000001,0.2158
330,4567165,10.099,5899.0,4.394,1.005,0.914,1.268,5899,4.394,1.005,0.914,1.268
331,5020319,9.047,6020.0,4.388999999999999,1.085,1.0490000000000002,1.157,6020,4.3889999999999985,1.085,1.0490000000000002,1.157
332,3743231,15.745,5661.0,3.7769999999999997,2.335,1.19,0.1316,5661,3.777,2.335,1.19,0.1316
333,9693187,49.208999999999996,5638.0,4.109,1.347,0.852,0.4907,5638,4.109,1.347,0.852,0.4907
334,7284881,18.767,5948.0,3.71,2.81,1.479,0.09386,5948,3.71,2.81,1.479,0.09386
335,8277130,19.022000000000002,5532.0,3.745,2.355,1.125,0.1212,5532,3.745,2.355,1.125,0.1212
336,5684249,0.0,5802.0,4.381,0.927,0.753,1.3319999999999999,5802,4.381,0.927,0.753,1.332
337,12218727,8.127,5774.0,3.87,1.87,0.945,0.2036,5774,3.87,1.87,0.945,0.2036
338,10556590,14.499,5880.0,4.274,1.193,0.976,0.8097,5880,4.274,1.193,0.976,0.8097
339,10556590,14.499,5880.0,4.274,1.193,0.976,0.8097,5880,4.274,1.193,0.976,0.8097
340,9096192,13.797,5511.0,4.396,0.966,0.848,1.325,5511,4.396,0.966,0.848,1.325
341,5696708,13.033,6047.0,4.109,1.482,1.031,0.4459,6047,4.109,1.482,1.031,0.4459
342,7548035,4.928,5988.0,4.397,1.07,1.043,1.199,5988,4.397,1.07,1.043,1.199
343,5215494,0.0,5245.0,3.965,1.6340000000000001,0.899,0.2903,5245,3.965,1.634,0.899,0.2903
344,3975754,14.177999999999999,5838.0,4.385,0.992,0.87,1.2570000000000001,5838,4.385,0.992,0.87,1.257
345,8581545,5.704,5978.0,3.95,1.936,1.219,0.2366,5978,3.95,1.936,1.219,0.2366
346,3743537,0.0,5299.0,3.957,1.633,0.8809999999999999,0.2852,5299,3.957,1.633,0.8809999999999999,0.2852
347,5788648,9.44,6004.0,4.367,1.06,0.955,1.13,6004,4.367,1.06,0.955,1.13
348,8198347,0.0,5551.0,3.9610000000000003,1.8419999999999999,1.131,0.2547,5551,3.961,1.842,1.131,0.2547
349,5120447,18.404,5812.0,4.191,1.256,0.894,0.6354,5812,4.191,1.256,0.894,0.6354
350,6463806,7.222,6026.0,4.246,1.258,1.018,0.7197,6026,4.246,1.258,1.018,0.7197
351,7420967,24.096,5791.0,4.397,0.953,0.8270000000000001,1.345,5791,4.397,0.953,0.8270000000000001,1.345
352,11297580,40.589,5629.0,3.7439999999999998,2.206,0.985,0.1293,5629,3.744,2.206,0.985,0.1293
353,6183129,13.114,5823.0,4.285,1.22,1.044,0.8107,5823,4.285,1.22,1.044,0.8107
354,7287978,45.823,5758.0,4.346,1.079,0.942,1.055,5758,4.346,1.079,0.9420000000000001,1.055
355,5696699,16.590999999999998,5520.0,4.0310000000000015,1.483,0.862,0.3726,5520,4.0310000000000015,1.483,0.862,0.3726
356,5868059,12.709000000000001,5623.0,4.173,1.402,1.0659999999999998,0.5447,5623,4.173,1.402,1.0659999999999998,0.5447
357,2141736,17.57,5676.0,4.306,1.058,0.826,0.9833,5676,4.306,1.058,0.826,0.9833
358,6446053,12.093,5747.0,4.0489999999999995,1.411,0.812,0.4074,5747,4.049,1.411,0.812,0.4074
359,7373387,14.456,5981.0,4.287,1.195,1.008,0.8314,5981,4.287,1.195,1.008,0.8314
360,8363660,13.536,5857.0,4.379,1.072,1.001,1.146,5857,4.379,1.072,1.001,1.146
361,11177676,15.784,5375.0,4.388999999999999,0.97,0.841,1.297,5375,4.3889999999999985,0.97,0.841,1.297
362,10517557,21.25,5772.0,4.0280000000000005,1.6840000000000002,1.103,0.3255,5772,4.0280000000000005,1.6840000000000002,1.103,0.3255
363,9706901,13.231,5651.0,4.377,1.032,0.925,1.187,5651,4.377,1.032,0.925,1.187
364,11090687,7.763999999999999,5865.0,4.102,1.531,1.081,0.4246,5865,4.102,1.531,1.081,0.4246
365,11045409,15.025,5676.0,3.917,1.8659999999999999,1.051,0.2277,5676,3.917,1.866,1.051,0.2277
366,7036763,12.097999999999999,5880.0,4.325,0.996,0.765,1.09,5880,4.325,0.996,0.765,1.09
367,8459744,18.578,5952.0,4.181,1.406,1.091,0.5534,5952,4.181,1.406,1.091,0.5534
368,7115012,12.962,5303.0,4.372,1.011,0.879,1.197,5303,4.372,1.011,0.879,1.197
369,10453588,17.189,5753.0,4.2,1.222,0.863,0.6666,5753,4.2,1.222,0.863,0.6666
370,7584294,14.758,6003.0,4.369,1.085,1.002,1.1059999999999999,6003,4.369,1.085,1.002,1.106
371,3103698,14.049000000000001,5687.0,4.046,1.4240000000000002,0.8220000000000001,0.4008,5687,4.046,1.4240000000000002,0.8220000000000001,0.4008
372,7447645,15.96,5979.0,4.25,1.273,1.051,0.7185,5979,4.25,1.273,1.051,0.7185
373,9595994,21.651999999999997,5641.0,4.204,1.317,1.01,0.6233,5641,4.204,1.317,1.01,0.6233
374,3557141,15.424000000000001,5941.0,4.314,1.069,0.8590000000000001,0.9901,5941,4.314,1.069,0.8590000000000001,0.9901
375,10662300,16.345,5473.0,4.107,1.39,0.902,0.4731,5473,4.107,1.39,0.902,0.4731
376,4850488,8.851,5731.0,4.1530000000000005,1.3880000000000001,0.999,0.526,5731,4.1530000000000005,1.388,0.9990000000000001,0.526
377,4265354,13.932,5659.0,4.258,1.2409999999999999,1.017,0.7502,5659,4.258,1.241,1.0170000000000001,0.7502
378,9776327,10.787,5360.0,4.38,1.0170000000000001,0.904,1.21,5360,4.38,1.017,0.904,1.21
379,8574113,14.757,5784.0,4.399,0.919,0.7709999999999999,1.399,5784,4.399,0.919,0.7709999999999999,1.399
380,4751423,13.872,5675.0,4.351,1.064,0.926,1.084,5675,4.351,1.064,0.9259999999999999,1.084
381,11805480,13.783,6013.0,4.348,1.093,0.972,1.05,6013,4.348,1.093,0.972,1.05
382,8077380,8.968,5618.0,3.638,2.489,0.982,0.0897,5618,3.638,2.489,0.982,0.0897
383,6424073,17.148,5819.0,4.375,1.04,0.936,1.17,5819,4.375,1.04,0.9359999999999999,1.17
384,3329136,14.620999999999999,5900.0,4.1339999999999995,1.3969999999999998,0.971,0.5013,5900,4.134,1.3969999999999998,0.971,0.5013
385,9668665,12.952,5712.0,3.865,2.073,1.147,0.1813,5712,3.865,2.073,1.147,0.1813
386,10795039,45.87,5907.0,4.019,1.56,0.929,0.3448,5907,4.019,1.56,0.929,0.3448
387,7693724,17.052,5675.0,4.077,1.463,0.933,0.4194,5675,4.077,1.463,0.9329999999999999,0.4194
388,5092731,14.334000000000001,5842.0,4.2989999999999995,1.168,0.991,0.8757,5842,4.299,1.168,0.991,0.8757
389,8707570,0.0,5277.0,4.012,1.564,0.916,0.337,5277,4.012,1.564,0.9159999999999999,0.337
390,6868860,21.881,5219.0,4.033,1.544,0.939,0.3594,5219,4.033,1.544,0.9390000000000001,0.3594
391,7416306,14.98,5425.0,3.7039999999999997,2.655,1.304,0.09808,5425,3.704,2.655,1.304,0.09808
392,5697805,14.710999999999999,5915.0,4.284,1.11,0.866,0.8907,5915,4.284,1.11,0.866,0.8907
393,5686759,17.227,5207.0,3.7489999999999997,2.0069999999999997,0.825,0.1436,5207,3.749,2.007,0.825,0.1436
394,5462311,14.558,6045.0,4.176,1.364,1.019,0.5651,6045,4.176,1.364,1.0190000000000001,0.5651
395,7949677,14.091,5892.0,4.382,1.038,0.947,1.193,5892,4.382,1.038,0.9470000000000001,1.193
396,5639617,13.220999999999998,5956.0,4.375,1.0290000000000001,0.917,1.185,5956,4.375,1.029,0.917,1.185
397,4446140,16.314,5885.0,3.924,1.807,1.0,0.2388,5885,3.924,1.807,1.0,0.2388
398,10074605,11.619000000000002,5700.0,4.383,1.016,0.909,1.22,5700,4.383,1.016,0.909,1.22
399,7335509,30.747,5792.0,4.346,1.094,0.969,1.042,5792,4.346,1.094,0.9690000000000001,1.042
400,8569698,12.754000000000001,5349.0,4.396,0.963,0.841,1.328,5349,4.396,0.963,0.841,1.328
401,2858292,16.187,5927.0,4.171,1.379,1.028,0.5526,5927,4.171,1.379,1.028,0.5526
402,8526878,15.015999999999998,5811.0,4.11,1.476,1.022,0.4481,5811,4.11,1.476,1.022,0.4481
403,7255555,20.892,5942.0,4.375,1.092,1.029,1.115,5942,4.375,1.092,1.0290000000000001,1.115
404,9570221,18.007,6047.0,4.356,1.103,1.007,1.057,6047,4.356,1.103,1.0070000000000001,1.057
405,10718535,7.523,5923.0,4.215,1.288,0.992,0.6546,5923,4.215,1.288,0.992,0.6546
406,8804283,16.291,5478.0,4.36,1.064,0.946,1.107,5478,4.36,1.064,0.946,1.107
407,6586208,12.927999999999999,5370.0,4.337,1.055,0.8809999999999999,1.056,5370,4.337,1.055,0.8809999999999999,1.056
408,10197841,21.021,5725.0,4.055,1.4980000000000002,0.93,0.3894,5725,4.055,1.4980000000000002,0.93,0.3894
409,7729207,12.953,5504.0,4.357,1.002,0.8340000000000001,1.167,5504,4.357,1.002,0.8340000000000001,1.167
410,9418746,12.815999999999999,5539.0,4.2780000000000005,1.169,0.944,0.8325,5539,4.2780000000000005,1.169,0.9440000000000001,0.8325
411,4770798,15.59,5553.0,4.33,1.0979999999999999,0.941,1.001,5553,4.33,1.098,0.941,1.001
412,11564870,5.404,5607.0,4.313,1.053,0.831,1.002,5607,4.313,1.053,0.831,1.002
413,5783428,11.835,5583.0,4.381,0.995,0.868,1.242,5583,4.381,0.995,0.868,1.242
414,8570436,13.357000000000001,5929.0,4.373,1.085,1.012,1.1179999999999999,5929,4.373,1.085,1.012,1.118
415,5431009,15.734000000000002,6014.0,4.164,1.4469999999999998,1.114,0.5173,6014,4.164,1.4469999999999998,1.114,0.5173
416,1432789,14.895999999999999,5782.0,4.28,1.22,1.035,0.8029999999999999,5782,4.28,1.22,1.035,0.8029999999999999
417,10229329,27.62,5216.0,3.907,1.723,0.875,0.24100000000000002,5216,3.907,1.723,0.875,0.241
418,8703528,0.2,5491.0,3.702,2.83,1.47,0.0914,5491,3.702,2.83,1.47,0.0914
419,6382838,0.0,5610.0,3.987,1.662,0.978,0.3003,5610,3.987,1.662,0.978,0.3003
420,5430087,14.008,6020.0,4.301,1.256,1.152,0.8191,6020,4.301,1.256,1.1520000000000001,0.8191
421,8188972,44.129,5701.0,4.362,0.9620000000000001,0.7759999999999999,1.23,5701,4.362,0.962,0.7759999999999999,1.23
422,12356966,17.916,5606.0,4.2989999999999995,1.16,0.977,0.8819,5606,4.299,1.16,0.977,0.8819
423,10517413,17.595,6042.0,4.106,1.581,1.164,0.415,6042,4.106,1.581,1.1640000000000001,0.415
424,8018709,14.379000000000001,5465.0,3.745,2.513,1.281,0.1137,5465,3.745,2.513,1.281,0.1137
425,5450253,15.437000000000001,5552.0,4.372,0.97,0.81,1.249,5552,4.372,0.97,0.81,1.249
426,6142585,38.91,5360.0,3.688,2.847,1.44,0.08788,5360,3.688,2.847,1.44,0.08788
427,7050370,15.625,5979.0,4.354,1.102,1.0,1.052,5979,4.354,1.102,1.0,1.052
428,8179635,14.732000000000001,5767.0,4.397,0.9640000000000001,0.847,1.331,5767,4.397,0.964,0.847,1.331
429,6105359,15.767999999999999,5533.0,4.244,1.255,1.009,0.7181,5533,4.244,1.255,1.0090000000000001,0.7181
430,9898857,14.258,5782.0,4.3919999999999995,1.08,1.05,1.1740000000000002,5782,4.392,1.08,1.05,1.1740000000000002
431,10593587,16.177,5375.0,4.382,0.981,0.847,1.263,5375,4.382,0.981,0.847,1.263
432,2010835,45.653999999999996,5959.0,4.167,1.3159999999999998,0.927,0.5732,5959,4.167,1.3159999999999998,0.927,0.5732
433,4543666,0.0,5781.0,4.364,1.115,1.0490000000000002,1.0659999999999998,5781,4.364,1.115,1.0490000000000002,1.0659999999999998
434,5385647,15.671,5349.0,4.044,1.505,0.914,0.3778,5349,4.044,1.505,0.914,0.3778
435,4172164,16.206,5442.0,3.858,2.166,1.233,0.171,5442,3.858,2.166,1.2329999999999999,0.171
436,10556951,0.0,5678.0,4.395,0.997,0.902,1.2819999999999998,5678,4.395,0.997,0.902,1.2819999999999998
437,3230787,17.584,5883.0,4.04,1.554,0.966,0.3624,5883,4.04,1.554,0.966,0.3624
438,6314433,15.458,6050.0,3.9,1.903,1.0490000000000002,0.2144,6050,3.9,1.903,1.0490000000000002,0.2144
439,11876347,14.399000000000001,5827.0,4.3210000000000015,1.099,0.922,0.9801,5827,4.3210000000000015,1.099,0.922,0.9801
440,11285935,11.448,5955.0,4.356,1.051,0.915,1.111,5955,4.356,1.051,0.915,1.111
441,757099,20.361,5519.0,3.822,2.109,1.077,0.1618,5519,3.822,2.109,1.077,0.1618
442,9245354,0.0,5636.0,4.14,1.364,0.937,0.5194,5636,4.14,1.364,0.937,0.5194
443,12105345,24.572,5564.0,4.364,0.982,0.813,1.209,5564,4.364,0.982,0.813,1.209
444,8129232,0.0,5623.0,3.984,1.645,0.952,0.301,5623,3.984,1.645,0.9520000000000001,0.301
445,9048239,14.196,5734.0,4.277,1.117,0.862,0.8708,5734,4.277,1.117,0.862,0.8708
446,10844288,14.213,5349.0,3.725,2.295,1.02,0.1188,5349,3.725,2.295,1.02,0.1188
447,6425088,11.39,5578.0,4.315,1.078,0.877,0.9855,5578,4.315,1.078,0.877,0.9855
448,2283989,11.956,5948.0,4.329,1.088,0.919,1.006,5948,4.329,1.088,0.919,1.006
449,10586967,15.232999999999999,5565.0,4.385,0.9840000000000001,0.856,1.268,5565,4.385,0.984,0.856,1.268
450,5184018,15.564,5833.0,4.355,1.084,0.969,1.073,5833,4.355,1.084,0.9690000000000001,1.073
451,10580913,17.241,5357.0,4.042,1.506,0.911,0.3756,5357,4.042,1.506,0.9109999999999999,0.3756
452,9107602,12.116,5583.0,4.136,1.3230000000000002,0.8740000000000001,0.5324,5583,4.136,1.3230000000000002,0.8740000000000001,0.5324
453,2998680,15.705,5866.0,4.379,1.036,0.938,1.188,5866,4.379,1.036,0.938,1.188
454,6182700,12.29,5573.0,3.9619999999999997,1.7469999999999999,1.022,0.27,5573,3.962,1.747,1.022,0.27
455,6185417,18.033,5883.0,4.149,1.5290000000000001,1.205,0.4752,5883,4.149,1.529,1.205,0.4752
456,8574950,15.012,5510.0,4.301,1.1420000000000001,0.952,0.8994,5510,4.301,1.142,0.9520000000000001,0.8994
457,4066688,16.39,5596.0,4.337,1.122,0.998,0.9954,5596,4.337,1.122,0.998,0.9954
458,11361601,14.868,5971.0,3.9189999999999996,1.9569999999999999,1.16,0.218,5971,3.919,1.957,1.16,0.218
459,4633575,18.137,5888.0,3.721,2.519,1.218,0.1073,5888,3.721,2.519,1.218,0.1073
460,9963635,19.235,5912.0,4.263999999999999,1.167,0.911,0.8079,5912,4.2639999999999985,1.167,0.9109999999999999,0.8079
461,10385437,0.0,5899.0,4.367,1.052,0.941,1.137,5899,4.367,1.052,0.941,1.137
462,8678337,7.8260000000000005,5655.0,3.707,2.702,1.356,0.09679,5655,3.707,2.702,1.3559999999999999,0.09679
463,10924572,14.798,5427.0,4.334,1.058,0.8809999999999999,1.047,5427,4.334,1.058,0.8809999999999999,1.047
464,8737020,14.664000000000001,5245.0,3.707,2.496,1.156,0.1047,5245,3.707,2.496,1.156,0.1047
465,9533372,0.0,5968.0,3.887,1.944,1.062,0.2037,5968,3.887,1.944,1.062,0.2037
466,7013222,23.124000000000002,6036.0,4.322,1.1540000000000001,1.018,0.9329,6036,4.322,1.154,1.018,0.9329
467,7362863,0.0,5328.0,3.924,1.672,0.856,0.2581,5328,3.924,1.672,0.856,0.2581
468,6307430,12.285,5903.0,4.35,1.002,0.82,1.148,5903,4.35,1.002,0.82,1.148
469,7765135,2.5540000000000003,5951.0,4.072,1.401,0.845,0.4328,5951,4.072,1.401,0.845,0.4328
470,5954304,14.048,5865.0,4.027,1.645,1.05,0.3322,5865,4.027,1.645,1.05,0.3322
471,5450769,20.798000000000002,5791.0,3.784,2.526,1.416,0.1238,5791,3.784,2.526,1.416,0.1238
472,4480749,16.651,5855.0,4.382,1.022,0.919,1.212,5855,4.382,1.022,0.919,1.212
473,10554689,15.261,5727.0,4.396,0.998,0.905,1.281,5727,4.396,0.998,0.905,1.281
474,8053926,24.701999999999998,5996.0,3.821,2.373,1.361,0.1435,5996,3.821,2.373,1.361,0.1435
475,7377160,0.0,5670.0,3.948,1.578,0.8059999999999999,0.2888,5670,3.948,1.578,0.8059999999999999,0.2888
476,11460716,12.220999999999998,5244.0,3.7239999999999998,2.705,1.413,0.1005,5244,3.724,2.705,1.413,0.1005
477,3437548,17.838,6013.0,3.7969999999999997,2.506,1.4340000000000002,0.1284,6013,3.797,2.506,1.4340000000000002,0.1284
478,9592239,13.796,6035.0,4.379,1.012,0.894,1.215,6035,4.379,1.012,0.894,1.215
479,9183522,15.427,5754.0,4.082,1.452,0.927,0.4269,5754,4.082,1.452,0.927,0.4269
480,6766634,13.642000000000001,6018.0,4.257,1.286,1.09,0.7216,6018,4.257,1.286,1.09,0.7216
481,7598321,13.352,5700.0,4.165,1.265,0.853,0.5935,5700,4.165,1.265,0.853,0.5935
